,County,State,State Abbreviation,Avg Temperature (F),Year
35574,Jasper County,Mississippi,MS,78.1,2012
35575,Jefferson County,Mississippi,MS,79.4,2012
35576,Jefferson Davis County,Mississippi,MS,78.8,2012
35577,Jones County,Mississippi,MS,78.6,2012
35578,Kemper County,Mississippi,MS,77.5,2012
35579,Lafayette County,Mississippi,MS,78.0,2012
35580,Lamar County,Mississippi,MS,78.8,2012
35581,Lauderdale County,Mississippi,MS,77.8,2012
35582,Lawrence County,Mississippi,MS,79.4,2012
35583,Leake County,Mississippi,MS,77.5,2012
35584,Lee County,Mississippi,MS,77.5,2012
35585,Leflore County,Mississippi,MS,79.5,2012
35586,Lincoln County,Mississippi,MS,78.9,2012
35587,Lowndes County,Mississippi,MS,78.1,2012
35588,Madison County,Mississippi,MS,78.7,2012
35589,Marion County,Mississippi,MS,79.3,2012
35590,Marshall County,Mississippi,MS,78.2,2012
35591,Monroe County,Mississippi,MS,77.8,2012
35592,Montgomery County,Mississippi,MS,77.6,2012
35593,Neshoba County,Mississippi,MS,76.9,2012
35594,Newton County,Mississippi,MS,77.5,2012
35595,Noxubee County,Mississippi,MS,78.0,2012
35596,Oktibbeha County,Mississippi,MS,78.3,2012
35597,Panola County,Mississippi,MS,79.3,2012
35598,Pearl River County,Mississippi,MS,79.4,2012
35599,Perry County,Mississippi,MS,79.0,2012
35600,Pike County,Mississippi,MS,79.2,2012
35601,Pontotoc County,Mississippi,MS,77.3,2012
35602,Prentiss County,Mississippi,MS,76.9,2012
35603,Quitman County,Mississippi,MS,79.5,2012
35604,Rankin County,Mississippi,MS,78.7,2012
35605,Scott County,Mississippi,MS,77.9,2012
35606,Sharkey County,Mississippi,MS,80.1,2012
35607,Simpson County,Mississippi,MS,78.7,2012
35608,Smith County,Mississippi,MS,78.3,2012
35609,Stone County,Mississippi,MS,79.2,2012
35610,Sunflower County,Mississippi,MS,79.4,2012
35611,Tallahatchie County,Mississippi,MS,79.2,2012
35612,Tate County,Mississippi,MS,79.3,2012
35613,Tippah County,Mississippi,MS,77.1,2012
35614,Tishomingo County,Mississippi,MS,76.7,2012
35615,Tunica County,Mississippi,MS,79.8,2012
35616,Union County,Mississippi,MS,77.4,2012
35617,Walthall County,Mississippi,MS,79.2,2012
35618,Warren County,Mississippi,MS,79.8,2012
35619,Washington County,Mississippi,MS,79.8,2012
35620,Wayne County,Mississippi,MS,78.5,2012
35621,Webster County,Mississippi,MS,77.5,2012
35622,Wilkinson County,Mississippi,MS,79.6,2012
35623,Winston County,Mississippi,MS,77.3,2012
35624,Yalobusha County,Mississippi,MS,78.3,2012
35625,Yazoo County,Mississippi,MS,79.5,2012
35626,Adair County,Missouri,MO,73.7,2012
35627,Andrew County,Missouri,MO,74.2,2012
35628,Atchison County,Missouri,MO,73.2,2012
35629,Audrain County,Missouri,MO,75.4,2012
35630,Barry County,Missouri,MO,77.2,2012
35631,Barton County,Missouri,MO,77.6,2012
35632,Bates County,Missouri,MO,77.0,2012
35633,Benton County,Missouri,MO,75.8,2012
35634,Bollinger County,Missouri,MO,76.2,2012
35635,Boone County,Missouri,MO,76.0,2012
35636,Buchanan County,Missouri,MO,74.6,2012
35637,Butler County,Missouri,MO,77.5,2012
35638,Caldwell County,Missouri,MO,74.6,2012
35639,Callaway County,Missouri,MO,76.0,2012
35640,Camden County,Missouri,MO,76.0,2012
35641,Cape Girardeau County,Missouri,MO,76.5,2012
35642,Carroll County,Missouri,MO,75.3,2012
35643,Carter County,Missouri,MO,75.8,2012
35644,Cass County,Missouri,MO,76.4,2012
35645,Cedar County,Missouri,MO,76.8,2012
35646,Chariton County,Missouri,MO,75.3,2012
35647,Christian County,Missouri,MO,75.6,2012
35648,Clark County,Missouri,MO,73.5,2012
35649,Clay County,Missouri,MO,75.9,2012
35650,Clinton County,Missouri,MO,74.7,2012
35651,Cole County,Missouri,MO,76.6,2012
35652,Cooper County,Missouri,MO,76.3,2012
35653,Crawford County,Missouri,MO,74.6,2012
35654,Dade County,Missouri,MO,76.9,2012
35655,Dallas County,Missouri,MO,75.5,2012
35656,Daviess County,Missouri,MO,74.7,2012
35657,DeKalb County,Missouri,MO,74.5,2012
35658,Dent County,Missouri,MO,74.2,2012
35659,Douglas County,Missouri,MO,75.5,2012
35660,Dunklin County,Missouri,MO,78.3,2012
35661,Franklin County,Missouri,MO,75.2,2012
35662,Gasconade County,Missouri,MO,75.0,2012
35663,Gentry County,Missouri,MO,74.6,2012
35664,Greene County,Missouri,MO,75.8,2012
35665,Grundy County,Missouri,MO,74.4,2012
35666,Harrison County,Missouri,MO,74.0,2012
35667,Henry County,Missouri,MO,76.8,2012
35668,Hickory County,Missouri,MO,75.6,2012
35669,Holt County,Missouri,MO,74.1,2012
35670,Howard County,Missouri,MO,75.8,2012
35671,Howell County,Missouri,MO,75.8,2012
35672,Iron County,Missouri,MO,74.4,2012
35673,Jackson County,Missouri,MO,76.2,2012
35674,Jasper County,Missouri,MO,77.7,2012
35675,Jefferson County,Missouri,MO,76.5,2012
35676,Johnson County,Missouri,MO,76.4,2012
35677,Knox County,Missouri,MO,73.6,2012
35678,Laclede County,Missouri,MO,75.1,2012
35679,Lafayette County,Missouri,MO,75.9,2012
35680,Lawrence County,Missouri,MO,76.7,2012
35681,Lewis County,Missouri,MO,73.8,2012
35682,Lincoln County,Missouri,MO,75.3,2012
35683,Linn County,Missouri,MO,74.2,2012
35684,Livingston County,Missouri,MO,75.0,2012
35685,McDonald County,Missouri,MO,78.8,2012
35686,Macon County,Missouri,MO,74.1,2012
35687,Madison County,Missouri,MO,75.1,2012
35688,Maries County,Missouri,MO,75.9,2012
35689,Marion County,Missouri,MO,74.7,2012
35690,Mercer County,Missouri,MO,73.2,2012
35691,Miller County,Missouri,MO,76.7,2012
35692,Mississippi County,Missouri,MO,77.4,2012
35693,Moniteau County,Missouri,MO,76.3,2012
35694,Monroe County,Missouri,MO,74.5,2012
35695,Montgomery County,Missouri,MO,75.5,2012
35696,Morgan County,Missouri,MO,76.1,2012
35697,New Madrid County,Missouri,MO,77.7,2012
35698,Newton County,Missouri,MO,77.8,2012
35699,Nodaway County,Missouri,MO,73.4,2012
35700,Oregon County,Missouri,MO,75.7,2012
35701,Osage County,Missouri,MO,76.0,2012
35702,Ozark County,Missouri,MO,76.7,2012
35703,Pemiscot County,Missouri,MO,78.2,2012
35704,Perry County,Missouri,MO,76.0,2012
35705,Pettis County,Missouri,MO,76.4,2012
35706,Phelps County,Missouri,MO,75.6,2012
35707,Pike County,Missouri,MO,75.1,2012
35708,Platte County,Missouri,MO,76.0,2012
35709,Polk County,Missouri,MO,76.0,2012
35710,Pulaski County,Missouri,MO,75.8,2012
35711,Putnam County,Missouri,MO,73.3,2012
35712,Ralls County,Missouri,MO,74.9,2012
35713,Randolph County,Missouri,MO,74.8,2012
35714,Ray County,Missouri,MO,75.3,2012
35715,Reynolds County,Missouri,MO,74.6,2012
35716,Ripley County,Missouri,MO,76.6,2012
35717,St. Charles County,Missouri,MO,75.9,2012
35718,St. Clair County,Missouri,MO,76.6,2012
35719,Ste. Genevieve County,Missouri,MO,76.0,2012
35720,St. Francois County,Missouri,MO,75.2,2012
35721,St. Louis County,Missouri,MO,76.4,2012
35722,Saline County,Missouri,MO,75.9,2012
35723,Schuyler County,Missouri,MO,73.2,2012
35724,Scotland County,Missouri,MO,72.9,2012
35725,Scott County,Missouri,MO,77.3,2012
35726,Shannon County,Missouri,MO,75.0,2012
35727,Shelby County,Missouri,MO,73.8,2012
35728,Stoddard County,Missouri,MO,77.7,2012
35729,Stone County,Missouri,MO,76.9,2012
35730,Sullivan County,Missouri,MO,73.8,2012
35731,Taney County,Missouri,MO,76.4,2012
35732,Texas County,Missouri,MO,74.7,2012
35733,Vernon County,Missouri,MO,77.6,2012
35734,Warren County,Missouri,MO,75.4,2012
35735,Washington County,Missouri,MO,75.1,2012
35736,Wayne County,Missouri,MO,76.2,2012
35737,Webster County,Missouri,MO,74.5,2012
35738,Worth County,Missouri,MO,73.5,2012
35739,Wright County,Missouri,MO,74.5,2012
35740,St. Louis City,Missouri,MO,76.9,2012
35741,Beaverhead County,Montana,MT,59.2,2012
35742,Big Horn County,Montana,MT,69.4,2012
35743,Blaine County,Montana,MT,66.6,2012
35744,Broadwater County,Montana,MT,64.6,2012
35745,Carbon County,Montana,MT,64.8,2012
35746,Carter County,Montana,MT,68.9,2012
35747,Cascade County,Montana,MT,65.0,2012
35748,Chouteau County,Montana,MT,66.6,2012
35749,Custer County,Montana,MT,70.6,2012
35750,Daniels County,Montana,MT,65.0,2012
35751,Dawson County,Montana,MT,68.7,2012
35752,Deer Lodge County,Montana,MT,58.6,2012
35753,Fallon County,Montana,MT,68.9,2012
35754,Fergus County,Montana,MT,66.6,2012
35755,Flathead County,Montana,MT,59.4,2012
35756,Gallatin County,Montana,MT,61.1,2012
35757,Garfield County,Montana,MT,69.6,2012
35758,Glacier County,Montana,MT,59.9,2012
35759,Golden Valley County,Montana,MT,67.2,2012
35760,Granite County,Montana,MT,59.6,2012
35761,Hill County,Montana,MT,65.7,2012
35762,Jefferson County,Montana,MT,62.5,2012
35763,Judith Basin County,Montana,MT,63.4,2012
35764,Lake County,Montana,MT,63.6,2012
35765,Lewis and Clark County,Montana,MT,61.7,2012
35766,Liberty County,Montana,MT,64.7,2012
35767,Lincoln County,Montana,MT,60.5,2012
35768,McCone County,Montana,MT,68.7,2012
35769,Madison County,Montana,MT,60.8,2012
35770,Meagher County,Montana,MT,61.0,2012
35771,Mineral County,Montana,MT,62.2,2012
35772,Missoula County,Montana,MT,62.0,2012
35773,Musselshell County,Montana,MT,69.6,2012
35774,Park County,Montana,MT,60.4,2012
35775,Petroleum County,Montana,MT,70.4,2012
35776,Phillips County,Montana,MT,68.7,2012
35777,Pondera County,Montana,MT,63.5,2012
35778,Powder River County,Montana,MT,70.1,2012
35779,Powell County,Montana,MT,60.6,2012
35780,Prairie County,Montana,MT,69.6,2012
35781,Ravalli County,Montana,MT,60.1,2012
35782,Richland County,Montana,MT,68.3,2012
35783,Roosevelt County,Montana,MT,67.4,2012
35784,Rosebud County,Montana,MT,70.0,2012
35785,Sanders County,Montana,MT,63.0,2012
35786,Sheridan County,Montana,MT,66.1,2012
35787,Silver Bow County,Montana,MT,60.4,2012
35788,Stillwater County,Montana,MT,65.6,2012
35789,Sweet Grass County,Montana,MT,64.5,2012
35790,Teton County,Montana,MT,62.5,2012
35791,Toole County,Montana,MT,64.2,2012
35792,Treasure County,Montana,MT,70.0,2012
35793,Valley County,Montana,MT,67.3,2012
35794,Wheatland County,Montana,MT,64.8,2012
35795,Wibaux County,Montana,MT,68.2,2012
35796,Yellowstone County,Montana,MT,70.1,2012
35797,Adams County,Nebraska,NE,72.9,2012
35798,Antelope County,Nebraska,NE,72.3,2012
35799,Arthur County,Nebraska,NE,71.1,2012
35800,Banner County,Nebraska,NE,70.4,2012
35801,Blaine County,Nebraska,NE,72.3,2012
35802,Boone County,Nebraska,NE,72.3,2012
35803,Box Butte County,Nebraska,NE,70.3,2012
35804,Boyd County,Nebraska,NE,74.0,2012
35805,Brown County,Nebraska,NE,72.6,2012
35806,Buffalo County,Nebraska,NE,72.5,2012
35807,Burt County,Nebraska,NE,72.9,2012
35808,Butler County,Nebraska,NE,72.9,2012
35809,Cass County,Nebraska,NE,73.9,2012
35810,Cedar County,Nebraska,NE,72.5,2012
35811,Chase County,Nebraska,NE,73.3,2012
35812,Cherry County,Nebraska,NE,72.0,2012
35813,Cheyenne County,Nebraska,NE,71.5,2012
35814,Clay County,Nebraska,NE,73.2,2012
35815,Colfax County,Nebraska,NE,73.0,2012
35816,Cuming County,Nebraska,NE,72.3,2012
35817,Custer County,Nebraska,NE,71.6,2012
35818,Dakota County,Nebraska,NE,72.1,2012
35819,Dawes County,Nebraska,NE,71.8,2012
35820,Dawson County,Nebraska,NE,72.0,2012
35821,Deuel County,Nebraska,NE,72.3,2012
35822,Dixon County,Nebraska,NE,72.0,2012
35823,Dodge County,Nebraska,NE,73.2,2012
35824,Douglas County,Nebraska,NE,74.0,2012
35825,Dundy County,Nebraska,NE,74.2,2012
35826,Fillmore County,Nebraska,NE,73.0,2012
35827,Franklin County,Nebraska,NE,73.4,2012
35828,Frontier County,Nebraska,NE,73.3,2012
35829,Furnas County,Nebraska,NE,73.6,2012
35830,Gage County,Nebraska,NE,73.6,2012
35831,Garden County,Nebraska,NE,71.3,2012
35832,Garfield County,Nebraska,NE,71.9,2012
35833,Gosper County,Nebraska,NE,72.5,2012
35834,Grant County,Nebraska,NE,70.5,2012
35835,Greeley County,Nebraska,NE,72.1,2012
35836,Hall County,Nebraska,NE,73.1,2012
35837,Hamilton County,Nebraska,NE,73.1,2012
35838,Harlan County,Nebraska,NE,73.7,2012
35839,Hayes County,Nebraska,NE,73.4,2012
35840,Hitchcock County,Nebraska,NE,74.7,2012
35841,Holt County,Nebraska,NE,72.6,2012
35842,Hooker County,Nebraska,NE,71.4,2012
35843,Howard County,Nebraska,NE,72.8,2012
35844,Jefferson County,Nebraska,NE,73.5,2012
35845,Johnson County,Nebraska,NE,73.3,2012
35846,Kearney County,Nebraska,NE,72.7,2012
35847,Keith County,Nebraska,NE,72.5,2012
35848,Keya Paha County,Nebraska,NE,72.8,2012
35849,Kimball County,Nebraska,NE,69.7,2012
35850,Knox County,Nebraska,NE,73.6,2012
35851,Lancaster County,Nebraska,NE,73.8,2012
35852,Lincoln County,Nebraska,NE,72.4,2012
35853,Logan County,Nebraska,NE,71.4,2012
35854,Loup County,Nebraska,NE,72.0,2012
35855,McPherson County,Nebraska,NE,71.2,2012
35856,Madison County,Nebraska,NE,72.5,2012
35857,Merrick County,Nebraska,NE,73.0,2012
35858,Morrill County,Nebraska,NE,71.7,2012
35859,Nance County,Nebraska,NE,72.7,2012
35860,Nemaha County,Nebraska,NE,73.3,2012
35861,Nuckolls County,Nebraska,NE,73.4,2012
35862,Otoe County,Nebraska,NE,73.5,2012
35863,Pawnee County,Nebraska,NE,73.4,2012
35864,Perkins County,Nebraska,NE,72.5,2012
35865,Phelps County,Nebraska,NE,72.4,2012
35866,Pierce County,Nebraska,NE,72.2,2012
35867,Platte County,Nebraska,NE,72.9,2012
35868,Polk County,Nebraska,NE,72.8,2012
35869,Red Willow County,Nebraska,NE,74.4,2012
35870,Richardson County,Nebraska,NE,73.6,2012
35871,Rock County,Nebraska,NE,72.0,2012
35872,Saline County,Nebraska,NE,73.6,2012
35873,Sarpy County,Nebraska,NE,74.3,2012
35874,Saunders County,Nebraska,NE,73.8,2012
35875,Scotts Bluff County,Nebraska,NE,71.4,2012
35876,Seward County,Nebraska,NE,72.7,2012
35877,Sheridan County,Nebraska,NE,71.0,2012
35878,Sherman County,Nebraska,NE,72.4,2012
35879,Sioux County,Nebraska,NE,69.4,2012
35880,Stanton County,Nebraska,NE,72.3,2012
35881,Thayer County,Nebraska,NE,73.2,2012
35882,Thomas County,Nebraska,NE,72.1,2012
35883,Thurston County,Nebraska,NE,72.1,2012
35884,Valley County,Nebraska,NE,72.2,2012
35885,Washington County,Nebraska,NE,73.4,2012
35886,Wayne County,Nebraska,NE,71.8,2012
35887,Webster County,Nebraska,NE,73.3,2012
35888,Wheeler County,Nebraska,NE,72.1,2012
35889,York County,Nebraska,NE,72.8,2012
35890,Churchill County,Nevada,NV,73.1,2012
35891,Clark County,Nevada,NV,84.0,2012
35892,Douglas County,Nevada,NV,68.3,2012
35893,Elko County,Nevada,NV,66.5,2012
35894,Esmeralda County,Nevada,NV,73.3,2012
35895,Eureka County,Nevada,NV,67.6,2012
35896,Humboldt County,Nevada,NV,70.8,2012
35897,Lander County,Nevada,NV,69.4,2012
35898,Lincoln County,Nevada,NV,74.5,2012
35899,Lyon County,Nevada,NV,72.0,2012
35900,Mineral County,Nevada,NV,71.1,2012
35901,Nye County,Nevada,NV,72.3,2012
35902,Pershing County,Nevada,NV,72.5,2012
35903,Storey County,Nevada,NV,71.5,2012
35904,Washoe County,Nevada,NV,70.3,2012
35905,White Pine County,Nevada,NV,66.3,2012
35906,Carson City,Nevada,NV,69.4,2012
35907,Belknap County,New Hampshire,NH,66.4,2012
35908,Carroll County,New Hampshire,NH,64.4,2012
35909,Cheshire County,New Hampshire,NH,66.6,2012
35910,Coos County,New Hampshire,NH,61.3,2012
35911,Grafton County,New Hampshire,NH,63.0,2012
35912,Hillsborough County,New Hampshire,NH,67.7,2012
35913,Merrimack County,New Hampshire,NH,66.7,2012
35914,Rockingham County,New Hampshire,NH,68.6,2012
35915,Strafford County,New Hampshire,NH,67.3,2012
35916,Sullivan County,New Hampshire,NH,65.2,2012
35917,Atlantic County,New Jersey,NJ,74.2,2012
35918,Bergen County,New Jersey,NJ,73.2,2012
35919,Burlington County,New Jersey,NJ,74.4,2012
35920,Camden County,New Jersey,NJ,74.8,2012
35921,Cape May County,New Jersey,NJ,74.3,2012
35922,Cumberland County,New Jersey,NJ,74.4,2012
35923,Essex County,New Jersey,NJ,73.7,2012
35924,Gloucester County,New Jersey,NJ,75.1,2012
35925,Hudson County,New Jersey,NJ,75.1,2012
35926,Hunterdon County,New Jersey,NJ,71.4,2012
35927,Mercer County,New Jersey,NJ,73.5,2012
35928,Middlesex County,New Jersey,NJ,74.0,2012
35929,Monmouth County,New Jersey,NJ,73.9,2012
35930,Morris County,New Jersey,NJ,70.9,2012
35931,Ocean County,New Jersey,NJ,73.9,2012
35932,Passaic County,New Jersey,NJ,71.1,2012
35933,Salem County,New Jersey,NJ,75.1,2012
35934,Somerset County,New Jersey,NJ,72.8,2012
35935,Sussex County,New Jersey,NJ,69.1,2012
35936,Union County,New Jersey,NJ,74.3,2012
35937,Warren County,New Jersey,NJ,70.2,2012
35938,Bernalillo County,New Mexico,NM,71.8,2012
35939,Catron County,New Mexico,NM,64.8,2012
35940,Chaves County,New Mexico,NM,76.3,2012
35941,Cibola County,New Mexico,NM,67.2,2012
35942,Colfax County,New Mexico,NM,65.4,2012
35943,Curry County,New Mexico,NM,75.1,2012
35944,De Baca County,New Mexico,NM,76.3,2012
35945,Dona Ana County,New Mexico,NM,77.8,2012
35946,Eddy County,New Mexico,NM,78.3,2012
35947,Grant County,New Mexico,NM,71.6,2012
35948,Guadalupe County,New Mexico,NM,73.6,2012
35949,Harding County,New Mexico,NM,73.5,2012
35950,Hidalgo County,New Mexico,NM,76.1,2012
35951,Lea County,New Mexico,NM,78.0,2012
35952,Lincoln County,New Mexico,NM,70.6,2012
35953,Los Alamos County,New Mexico,NM,65.2,2012
35954,Luna County,New Mexico,NM,77.2,2012
35955,McKinley County,New Mexico,NM,68.0,2012
35956,Mora County,New Mexico,NM,65.1,2012
35957,Otero County,New Mexico,NM,73.4,2012
35958,Quay County,New Mexico,NM,76.4,2012
35959,Rio Arriba County,New Mexico,NM,64.4,2012
35960,Roosevelt County,New Mexico,NM,75.8,2012
35961,Sandoval County,New Mexico,NM,68.6,2012
35962,San Juan County,New Mexico,NM,71.7,2012
35963,San Miguel County,New Mexico,NM,71.0,2012
35964,Santa Fe County,New Mexico,NM,67.4,2012
35965,Sierra County,New Mexico,NM,74.2,2012
35966,Socorro County,New Mexico,NM,71.4,2012
35967,Taos County,New Mexico,NM,60.7,2012
35968,Torrance County,New Mexico,NM,68.5,2012
35969,Union County,New Mexico,NM,71.4,2012
35970,Valencia County,New Mexico,NM,73.8,2012
35971,Albany County,New York,NY,68.2,2012
35972,Allegany County,New York,NY,65.1,2012
35973,Bronx County,New York,NY,74.8,2012
35974,Broome County,New York,NY,66.7,2012
35975,Cattaraugus County,New York,NY,64.8,2012
35976,Cayuga County,New York,NY,67.7,2012
35977,Chautauqua County,New York,NY,66.3,2012
35978,Chemung County,New York,NY,66.8,2012
35979,Chenango County,New York,NY,65.7,2012
35980,Clinton County,New York,NY,65.1,2012
35981,Columbia County,New York,NY,69.1,2012
35982,Cortland County,New York,NY,65.6,2012
35983,Delaware County,New York,NY,65.3,2012
35984,Dutchess County,New York,NY,70.2,2012
35985,Erie County,New York,NY,68.0,2012
35986,Essex County,New York,NY,63.2,2012
35987,Franklin County,New York,NY,63.8,2012
35988,Fulton County,New York,NY,65.6,2012
35989,Genesee County,New York,NY,68.1,2012
35990,Greene County,New York,NY,66.8,2012
35991,Hamilton County,New York,NY,61.9,2012
35992,Herkimer County,New York,NY,64.0,2012
35993,Jefferson County,New York,NY,67.4,2012
35994,Kings County,New York,NY,75.2,2012
35995,Lewis County,New York,NY,64.3,2012
35996,Livingston County,New York,NY,67.7,2012
35997,Madison County,New York,NY,66.1,2012
35998,Monroe County,New York,NY,69.0,2012
35999,Montgomery County,New York,NY,67.9,2012
36000,Nassau County,New York,NY,73.8,2012
36001,New York County,New York,NY,75.1,2012
36002,Niagara County,New York,NY,69.6,2012
36003,Oneida County,New York,NY,66.5,2012
36004,Onondaga County,New York,NY,68.1,2012
36005,Ontario County,New York,NY,68.1,2012
36006,Orange County,New York,NY,69.9,2012
36007,Orleans County,New York,NY,68.9,2012
36008,Oswego County,New York,NY,67.9,2012
36009,Otsego County,New York,NY,65.2,2012
36010,Putnam County,New York,NY,70.4,2012
36011,Queens County,New York,NY,74.7,2012
36012,Rensselaer County,New York,NY,67.9,2012
36013,Richmond County,New York,NY,75.2,2012
36014,Rockland County,New York,NY,71.9,2012
36015,St. Lawrence County,New York,NY,65.7,2012
36016,Saratoga County,New York,NY,67.3,2012
36017,Schenectady County,New York,NY,68.1,2012
36018,Schoharie County,New York,NY,66.0,2012
36019,Schuyler County,New York,NY,66.7,2012
36020,Seneca County,New York,NY,68.5,2012
36021,Steuben County,New York,NY,65.8,2012
36022,Suffolk County,New York,NY,71.8,2012
36023,Sullivan County,New York,NY,66.8,2012
36024,Tioga County,New York,NY,66.8,2012
36025,Tompkins County,New York,NY,66.9,2012
36026,Ulster County,New York,NY,68.2,2012
36027,Warren County,New York,NY,64.7,2012
36028,Washington County,New York,NY,67.2,2012
36029,Wayne County,New York,NY,68.9,2012
36030,Westchester County,New York,NY,72.2,2012
36031,Wyoming County,New York,NY,65.9,2012
36032,Yates County,New York,NY,67.5,2012
36033,Alamance County,North Carolina,NC,75.2,2012
36034,Alexander County,North Carolina,NC,73.9,2012
36035,Alleghany County,North Carolina,NC,67.7,2012
36036,Anson County,North Carolina,NC,77.8,2012
36037,Ashe County,North Carolina,NC,66.1,2012
36038,Avery County,North Carolina,NC,65.2,2012
36039,Beaufort County,North Carolina,NC,77.7,2012
36040,Bertie County,North Carolina,NC,76.5,2012
36041,Bladen County,North Carolina,NC,78.0,2012
36042,Brunswick County,North Carolina,NC,78.5,2012
36043,Buncombe County,North Carolina,NC,69.3,2012
36044,Burke County,North Carolina,NC,73.6,2012
36045,Cabarrus County,North Carolina,NC,76.5,2012
36046,Caldwell County,North Carolina,NC,73.1,2012
36047,Camden County,North Carolina,NC,77.0,2012
36048,Carteret County,North Carolina,NC,78.2,2012
36049,Caswell County,North Carolina,NC,75.3,2012
36050,Catawba County,North Carolina,NC,74.9,2012
36051,Chatham County,North Carolina,NC,76.2,2012
36052,Cherokee County,North Carolina,NC,71.2,2012
