county,state,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,lat,lon,lat,lon,FIPS
Mississippi,AR,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.766943,-90.052209,35.766943,-90.052209,5093
Monroe,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.679513,-91.203314,34.679513,-91.203314,5095
Montgomery,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.545652,-93.664147,34.545652,-93.664147,5097
Nevada,AR,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.666699,-93.305072,33.666699,-93.305072,5099
Newton,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.910063,-93.215084,35.910063,-93.215084,5101
Ouachita,AR,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,33.591158,-92.878418,33.591158,-92.878418,5103
Perry,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.946363,-92.926877,34.946363,-92.926877,5105
Phillips,AR,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.425842,-90.848386,34.425842,-90.848386,5107
Pike,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.158191,-93.658659,34.158191,-93.658659,5109
Poinsett,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.568981,-90.680595,35.568981,-90.680595,5111
Polk,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.490915,-94.230884,34.490915,-94.230884,5113
Pope,AR,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.455297,-93.031535,35.455297,-93.031535,5115
Prairie,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.828225,-91.5572,34.828225,-91.5572,5117
Pulaski,AR,0.0,8.0,3.0,6.0,3.0,8.0,3.0,1.0,0.0,0.0,0.0,14.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,34.773988,-92.316515,34.773988,-92.316515,5119
Randolph,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.341299,-91.028441,36.341299,-91.028441,5121
Saline,AR,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,34.648525,-92.674463,34.648525,-92.674463,5125
Scott,AR,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.858869,-94.063641,34.858869,-94.063641,5127
Searcy,AR,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.90966,-92.699351,35.90966,-92.699351,5129
Sebastian,AR,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,35.196981,-94.274989,35.196981,-94.274989,5131
Sevier,AR,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.994608,-94.24329,33.994608,-94.24329,5133
Sharp,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,36.173399,-91.471069,36.173399,-91.471069,5135
St Francis,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.014438,-90.742199,35.014438,-90.742199,5123
Stone,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.856989,-92.140494,35.856989,-92.140494,5137
Union,AR,0.0,7.0,1.0,2.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,33.168219,-92.598145,33.168219,-92.598145,5139
Van Buren,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.582959,-92.515977,35.582959,-92.515977,5141
Washington,AR,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,35.971209,-94.218417,35.971209,-94.218417,5143
White,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,35.254722,-91.753158,35.254722,-91.753158,5145
Woodruff,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.189071,-91.244418,35.189071,-91.244418,5147
Yell,AR,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.997713,-93.408303,34.997713,-93.408303,5149
Apache,AZ,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,35.385845,-109.493747,35.385845,-109.493747,4001
Cochise,AZ,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.881793,-109.75412,31.881793,-109.75412,4003
Coconino,AZ,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,35.829692,-111.773728,35.829692,-111.773728,4005
Gila,AZ,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,33.789618,-110.81187,33.789618,-110.81187,4007
Graham,AZ,0.0,0.0,2.0,4.0,2.0,0.0,3.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.931828,-109.87831,32.931828,-109.87831,4009
Greenlee,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.238872,-109.242323,33.238872,-109.242323,4011
La Paz,AZ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,33.727625,-114.038793,33.727625,-114.038793,4012
Maricopa,AZ,0.0,0.0,7.0,357.0,80.0,77.0,68.0,91.0,19.0,116.0,45.0,88.0,52.0,94.0,62.0,63.0,93.0,24.0,155.0,4.0,33.346541,-112.495534,33.346541,-112.495534,4013
Mohave,AZ,0.0,0.0,0.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,35.717705,-113.749689,35.717705,-113.749689,4015
Navajo,AZ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,35.390934,-110.320908,35.390934,-110.320908,4017
Pima,AZ,0.0,0.0,2.0,7.0,16.0,47.0,15.0,13.0,0.0,12.0,19.0,33.0,2.0,5.0,29.0,4.0,5.0,0.0,10.0,2.0,32.128237,-111.783018,32.128237,-111.783018,4019
Pinal,AZ,0.0,0.0,0.0,8.0,7.0,18.0,6.0,3.0,0.0,15.0,1.0,8.0,2.0,5.0,5.0,7.0,10.0,2.0,3.0,1.0,32.91891,-111.367257,32.91891,-111.367257,4021
Santa Cruz,AZ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.525904,-110.84519,31.525904,-110.84519,4023
Yavapai,AZ,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,34.630044,-112.573745,34.630044,-112.573745,4025
Yuma,AZ,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,32.773942,-113.910905,32.773942,-113.910905,4027
Alameda,CA,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,37.648081,-121.913304,37.648081,-121.913304,6001
Alpine,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.61761,-119.798999,38.61761,-119.798999,6003
Amador,CA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,38.44355,-120.653856,38.44355,-120.653856,6005
Butte,CA,0.0,0.0,0.0,7.0,24.0,31.0,16.0,6.0,2.0,1.0,3.0,10.0,24.0,24.0,53.0,21.0,4.0,12.0,5.0,4.0,39.665959,-121.601919,39.665959,-121.601919,6007
Calaveras,CA,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.187844,-120.555115,38.187844,-120.555115,6009
Colusa,CA,0.0,0.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,39.177739,-122.237563,39.177739,-122.237563,6011
Contra Costa,CA,0.0,0.0,0.0,0.0,11.0,8.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0,1.0,4.0,37.919479,-121.951543,37.919479,-121.951543,6013
Del Norte,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.749903,-123.980998,41.749903,-123.980998,6015
El Dorado,CA,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,38.785532,-120.534398,38.785532,-120.534398,6017
Fresno,CA,0.0,0.0,0.0,11.0,59.0,11.0,17.0,3.0,13.0,23.0,9.0,24.0,8.0,43.0,8.0,14.0,13.0,14.0,51.0,10.0,36.761006,-119.655019,36.761006,-119.655019,6019
Glenn,CA,0.0,0.0,0.0,3.0,13.0,12.0,7.0,1.0,0.0,2.0,1.0,7.0,9.0,10.0,19.0,6.0,0.0,2.0,0.0,1.0,39.602546,-122.4017,39.602546,-122.4017,6021
Humboldt,CA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.706673,-123.925818,40.706673,-123.925818,6023
Imperial,CA,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,1.0,33.040816,-115.355395,33.040816,-115.355395,6025
Inyo,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,36.561977,-117.403927,36.561977,-117.403927,6027
Kern,CA,0.0,0.0,0.0,59.0,67.0,49.0,140.0,2.0,18.0,15.0,18.0,25.0,26.0,11.0,11.0,17.0,30.0,13.0,28.0,8.0,35.346629,-118.729506,35.346629,-118.729506,6029
Kings,CA,0.0,0.0,0.0,0.0,32.0,1.0,7.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,0.0,8.0,5.0,0.0,3.0,2.0,36.072478,-119.81553,36.072478,-119.81553,6031
Lake,CA,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,39.094802,-122.746757,39.094802,-122.746757,6033
Lassen,CA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.721089,-120.629931,40.721089,-120.629931,6035
Los Angeles,CA,0.0,1.0,1.0,306.0,40.0,13.0,36.0,156.0,20.0,4.0,58.0,163.0,150.0,253.0,286.0,151.0,277.0,43.0,31.0,90.0,34.196398,-118.261862,34.196398,-118.261862,6037
Madera,CA,0.0,0.0,0.0,0.0,18.0,0.0,2.0,0.0,1.0,7.0,2.0,3.0,3.0,3.0,4.0,6.0,2.0,4.0,3.0,6.0,37.210039,-119.749852,37.210039,-119.749852,6039
Marin,CA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.051817,-122.745974,38.051817,-122.745974,6041
Mariposa,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.570034,-119.91286,37.570034,-119.91286,6043
Mendocino,CA,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,39.432388,-123.442881,39.432388,-123.442881,6045
Merced,CA,0.0,0.0,0.0,1.0,25.0,4.0,4.0,1.0,4.0,1.0,1.0,13.0,0.0,1.0,1.0,0.0,10.0,2.0,10.0,12.0,37.194806,-120.722802,37.194806,-120.722802,6047
Modoc,CA,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.592919,-120.71837,41.592919,-120.71837,6049
Mono,CA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.915836,-118.875167,37.915836,-118.875167,6051
Monterey,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,36.240107,-121.315573,36.240107,-121.315573,6053
Napa,CA,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.507351,-122.325995,38.507351,-122.325995,6055
Nevada,CA,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,39.295191,-120.773446,39.295191,-120.773446,6057
Orange,CA,0.0,0.0,0.0,62.0,17.0,6.0,9.0,71.0,4.0,1.0,10.0,42.0,11.0,263.0,92.0,32.0,33.0,9.0,5.0,17.0,33.675687,-117.777207,33.675687,-117.777207,6059
Placer,CA,0.0,0.0,0.0,1.0,35.0,8.0,4.0,6.0,0.0,3.0,1.0,12.0,5.0,7.0,0.0,7.0,0.0,9.0,1.0,2.0,39.062032,-120.722718,39.062032,-120.722718,6061
Plumas,CA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.99517,-120.829516,39.99517,-120.829516,6063
Riverside,CA,0.0,0.0,1.0,109.0,103.0,4.0,17.0,62.0,3.0,0.0,7.0,19.0,36.0,14.0,127.0,11.0,32.0,15.0,12.0,10.0,33.729828,-116.002239,33.729828,-116.002239,6065
Sacramento,CA,0.0,0.0,0.0,3.0,163.0,15.0,25.0,13.0,0.0,12.0,4.0,29.0,11.0,10.0,4.0,25.0,6.0,15.0,4.0,7.0,38.450011,-121.340441,38.450011,-121.340441,6067
San Benito,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.610702,-121.085296,36.610702,-121.085296,6069
San Bernardino,CA,0.0,0.0,0.0,187.0,33.0,3.0,4.0,36.0,2.0,5.0,4.0,33.0,13.0,21.0,54.0,8.0,57.0,9.0,7.0,3.0,34.85722,-116.181197,34.85722,-116.181197,6071
San Diego,CA,0.0,0.0,0.0,2.0,1.0,1.0,15.0,35.0,4.0,0.0,0.0,1.0,0.0,11.0,42.0,20.0,2.0,2.0,3.0,1.0,33.023604,-116.776117,33.023604,-116.776117,6073
San Francisco,CA,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.727239,-123.032229,37.727239,-123.032229,6075
San Joaquin,CA,0.0,0.0,0.0,2.0,34.0,8.0,10.0,12.0,10.0,6.0,5.0,13.0,9.0,9.0,2.0,13.0,14.0,14.0,7.0,2.0,37.935034,-121.272237,37.935034,-121.272237,6077
San Luis Obispo,CA,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,35.385227,-120.44754,35.385227,-120.44754,6079
San Mateo,CA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.414664,-122.371542,37.414664,-122.371542,6081
Santa Barbara,CA,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.537378,-120.038485,34.537378,-120.038485,6083
Santa Clara,CA,0.0,0.0,0.0,1.0,5.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,10.0,8.0,1.0,0.0,1.0,1.0,0.0,37.220777,-121.690622,37.220777,-121.690622,6085
Santa Cruz,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.012488,-122.007205,37.012488,-122.007205,6087
Shasta,CA,0.0,0.0,0.0,5.0,1.0,4.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,40.760522,-122.04355,40.760522,-122.04355,6089
Sierra,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.576925,-120.521993,39.576925,-120.521993,6091
Siskiyou,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.587986,-122.533287,41.587986,-122.533287,6093
Solano,CA,0.0,0.0,0.0,0.0,5.0,8.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,4.0,1.0,0.0,1.0,1.0,38.267226,-121.939594,38.267226,-121.939594,6095
Sonoma,CA,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.532574,-122.945194,38.532574,-122.945194,6097
Stanislaus,CA,0.0,0.0,0.0,0.0,84.0,11.0,21.0,17.0,14.0,12.0,11.0,26.0,16.0,33.0,13.0,26.0,28.0,15.0,16.0,35.0,37.562384,-121.002656,37.562384,-121.002656,6099
Sutter,CA,0.0,0.0,0.0,0.0,9.0,12.0,3.0,0.0,0.0,0.0,0.0,8.0,10.0,8.0,2.0,12.0,3.0,1.0,1.0,1.0,39.035257,-121.702758,39.035257,-121.702758,6101
Tehama,CA,0.0,0.0,0.0,10.0,4.0,6.0,4.0,4.0,0.0,0.0,1.0,4.0,5.0,4.0,5.0,5.0,2.0,2.0,0.0,2.0,40.126156,-122.232276,40.126156,-122.232276,6103
Trinity,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.647724,-123.114404,40.647724,-123.114404,6105
Tulare,CA,0.0,0.0,0.0,3.0,56.0,6.0,10.0,5.0,4.0,12.0,11.0,7.0,5.0,21.0,13.0,10.0,12.0,8.0,24.0,7.0,36.230453,-118.780542,36.230453,-118.780542,6107
Tuolumne,CA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.021451,-119.964708,38.021451,-119.964708,6109
Ventura,CA,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,6.0,7.0,1.0,2.0,2.0,0.0,34.358742,-119.133143,34.358742,-119.133143,6111
Yolo,CA,0.0,0.0,0.0,1.0,11.0,27.0,2.0,1.0,2.0,0.0,0.0,10.0,6.0,15.0,8.0,16.0,6.0,11.0,1.0,4.0,38.679268,-121.903178,38.679268,-121.903178,6113
Yuba,CA,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,1.0,0.0,3.0,4.0,13.0,6.0,10.0,11.0,1.0,2.0,0.0,0.0,39.270026,-121.34428,39.270026,-121.34428,6115
Adams,CO,0.0,4.0,232.0,15.0,4.0,11.0,31.0,6.0,6.0,3.0,0.0,16.0,25.0,5.0,7.0,12.0,4.0,3.0,9.0,0.0,39.874325,-104.331872,39.874325,-104.331872,8001
Alamosa,CO,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.568442,-105.788041,37.568442,-105.788041,8003
Arapahoe,CO,0.0,0.0,138.0,0.0,2.0,2.0,18.0,1.0,10.0,7.0,0.0,4.0,5.0,4.0,11.0,8.0,5.0,6.0,3.0,0.0,39.644632,-104.331733,39.644632,-104.331733,8005
Archuleta,CO,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,37.202395,-107.050863,37.202395,-107.050863,8007
Baca,CO,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.303144,-102.535457,37.303144,-102.535457,8009
Bent,CO,0.0,0.0,7.0,0.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,37.931891,-103.077584,37.931891,-103.077584,8011
Boulder,CO,0.0,0.0,421.0,14.0,5.0,74.0,95.0,13.0,12.0,6.0,2.0,1.0,52.0,11.0,11.0,23.0,9.0,11.0,12.0,3.0,40.094826,-105.398382,40.094826,-105.398382,8013
Chaffee,CO,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.738246,-106.316972,38.738246,-106.316972,8015
Cheyenne,CO,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.835387,-102.604585,38.835387,-102.604585,8017
Clear Creek,CO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.689403,-105.670791,39.689403,-105.670791,8019
Conejos,CO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.213407,-106.176447,37.213407,-106.176447,8021
Costilla,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,37.277547,-105.42894,37.277547,-105.42894,8023
Crowley,CO,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,38.321956,-103.787562,38.321956,-103.787562,8025
Custer,CO,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.101994,-105.373515,38.101994,-105.373515,8027
Delta,CO,0.0,0.0,10.0,27.0,1.0,34.0,6.0,1.0,0.0,1.0,1.0,22.0,14.0,3.0,0.0,0.0,1.0,8.0,33.0,15.0,38.861756,-107.864757,38.861756,-107.864757,8029
Denver,CO,0.0,1.0,162.0,3.0,5.0,5.0,27.0,3.0,1.0,1.0,1.0,16.0,12.0,5.0,11.0,19.0,1.0,5.0,2.0,7.0,39.761849,-104.880625,39.761849,-104.880625,8031
Dolores,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.747602,-108.530383,37.747602,-108.530383,8033
Douglas,CO,0.0,0.0,39.0,1.0,1.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,39.326435,-104.926199,39.326435,-104.926199,8035
Eagle,CO,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.630638,-106.692944,39.630638,-106.692944,8037
El Paso,CO,0.0,2.0,114.0,2.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,38.827383,-104.527472,38.827383,-104.527472,8041
