county,state,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Gallatin County,MT,3.04,4.44,1.93,6.32,4.45,3.3,3.9,2.7,4.8,5.73,2.76,2.16,5.59,6.63,6.03,4.7,4.66,2.54,6.46,2.48,3.65
Gallia County,OH,8.06,9.31,15.53,17.98,9.22,15.99,9.12,9.22,11.62,11.57,13.67,12.04,14.6,8.57,13.92,10.25,10.19,19.38,7.94,13.49,14.52
Galveston County,TX,23.04,23.21,19.83,5.88,12.22,20.03,22.36,20.82,9.69,18.43,5.55,16.64,12.13,13.75,16.54,15.8,39.7,27.12,20.39,17.72,20.02
Garden County,NE,8.73,5.98,4.31,7.23,5.63,5.35,6.65,7.54,8.19,7.64,7.7,2.27,5.75,7.26,5.53,5.92,7.85,7.18,10.51,2.51,5.23
Garfield County,CO,4.64,4.6,3.93,5.68,5.5,7.21,6.52,3.42,2.88,4.13,5.78,4.5,7.65,8.62,5.24,3.92,4.65,2.14,2.05,2.22,5.74
Garfield County,MT,4.43,4.55,1.93,3.19,2.4,3.3,2.66,3.27,4.72,7.18,1.95,1.5,4.92,6.47,3.48,6.11,2.35,3.04,8.51,2.78,3.1
Garfield County,NE,11.27,6.67,5.13,9.45,7.32,8.16,8.97,8.49,8.8,7.48,7.52,2.28,8.67,9.91,8.81,9.3,12.4,11.53,14.96,7.06,8.34
Garfield County,OK,5.54,12.33,6.41,7.99,13.48,5.42,10.02,10.14,12.02,8.55,5.62,4.12,13.2,9.34,10.06,10.61,10.04,9.62,10.9,13.45,6.85
Garfield County,UT,3.28,4.09,2.59,3.2,3.75,3.99,4.95,2.44,1.62,4.43,5.62,5.13,9.19,6.85,5.02,5.18,5.11,2.94,1.77,1.3,6.4
Garfield County,WA,1.12,1.36,1.88,2.79,1.17,1.07,1.21,1.63,2.2,1.8,0.63,1.19,2.96,2.16,0.92,2.15,1.06,0.45,2.26,0.65,1.4
Garland County,AR,10.32,9.04,10.61,9.18,12.74,10.89,11.22,20.99,22.28,7.91,9.89,13.25,10.6,10.91,7.11,15.26,10.33,18.33,9.4,18.86,8.41
Garrard County,KY,12.47,9.88,12.98,15.84,10.59,18.89,8.88,5.15,15.65,10.73,13.08,14.65,16.55,10.14,17.3,16.82,15.01,18.78,7.54,15.79,16.7
Garrett County,MD,11.91,11.64,21.66,16.81,8.8,8.69,13.81,11.44,8.9,8.08,14.27,11.68,14.9,10.16,11,10.79,14.46,22.8,8.61,12.2,14.43
Garvin County,OK,8.98,11.6,9.09,8.13,14.58,5.8,11.23,7.91,11.54,10.38,3.25,6.18,8.4,7.88,10.41,7.2,14.05,15.62,6.63,13.95,7.41
Garza County,TX,4.85,6.39,3.02,11.68,6.85,8.58,9.12,13.85,8.09,12.02,1.62,4.78,7.61,10.96,5.26,9.45,9.48,8.65,4.57,3.18,4.28
Gasconade County,MO,8.75,10.01,8.47,15.58,14.61,9.88,6.76,20.29,12.38,22.28,11.32,10.14,7.62,9.81,11.14,20.45,8.63,9.51,11.63,13.37,8.24
Gaston County,NC,9.34,10.91,17.3,18.55,7.19,16,4.65,17.5,8.36,9.66,12.41,14.42,14.9,14.73,8.43,9.55,12.2,16.22,6.62,15.88,11.2
Gates County,NC,9.19,13.09,19.86,24.2,11.69,17.82,7.39,14.77,16.74,17.02,25.6,16.32,10.64,17.41,13.17,22.31,15.51,17.52,15.29,22.18,18.39
Geary County,KS,11.08,6.87,8.96,12.12,12.68,12.73,8.01,12.4,13.77,12.87,8.71,8.16,14.34,6.98,11.25,16.7,8.22,14.57,13.31,13.32,9.64
Geauga County,OH,8.83,8.81,17.84,12.21,14.42,18.37,13.04,11.71,11.8,10.15,17.32,13.25,14.36,14.71,9.38,12.39,8.84,13.49,11.13,12.69,14.25
Gem County,ID,1.25,0.79,1.05,2.38,0.58,0.58,1.55,1.92,1.81,0.99,0.42,0.25,3.18,2.11,2.29,1.26,1.67,0.1,1.5,0.34,1.62
Genesee County,MI,7.02,5.13,7.88,8.19,11.37,11.15,9.01,14.87,8.79,7.66,11.17,9.78,5.8,12.34,9.37,11.74,7.19,9.76,9.8,10.84,14.63
Genesee County,NY,6.62,7.24,10.02,13.01,11.69,14.58,8.6,12.2,10.8,10.77,9.21,9.12,9.73,10.94,11.2,8.93,11.81,10.78,10.43,11.16,16.25
Geneva County,AL,15.06,16.1,20.21,19.56,18.37,11.01,13.54,14.93,19.21,11.84,14.63,21.43,31.51,10.92,18.55,13.09,16.19,21.25,10.14,31.4,21.71
Gentry County,MO,12.92,5.57,6.81,13.15,8.95,13.51,11.87,11.83,11.38,13.99,9.95,5.87,5.28,17.53,18.74,17.42,8.91,12.38,18.49,13.7,8.16
George County,MS,18.11,23.88,22.93,13.82,24.39,15.15,14.68,18.18,19.12,13.4,25.77,32.36,18.43,12.14,14.18,15.07,17.19,23.16,15.78,19.68,29.39
Georgetown County,SC,14.13,22.11,12.7,24.87,15.33,14.68,12.3,20.44,12.23,23.27,15.59,17.54,16.83,18.82,16.44,19.48,20.92,21.04,15.6,24.17,18.81
Gibson County,IN,12.86,9.59,8.28,13.98,12.56,17.61,8.93,10.78,15.14,5.69,15.52,14.59,8.5,10.99,9.7,14.7,7.2,13.58,10.56,12.5,14.8
Gibson County,TN,12.78,17.21,11.46,8.13,15.9,12.18,9.48,5.66,14.2,7.49,9.04,11.56,14.18,10.55,10.91,10.88,13.76,14.96,12.33,15.1,12.2
Gila County,AZ,6.35,5.3,6.3,6.55,5.09,8.1,6.66,8.38,4.59,7.93,6.07,7.59,8.19,10.28,6.35,6.23,6.9,7.44,5.37,2.31,12.9
Gilchrist County,FL,24.77,21.21,17.05,35.65,16.27,13.22,16.02,20.91,19.7,20.01,16,24.18,30.06,22.6,30.58,28.8,28.13,24.54,19.76,24.26,30.16
Giles County,TN,18.15,13.05,13.44,14.74,16.4,7.85,7.32,8.86,20.55,8.76,13.18,15.78,14.4,8.07,10.93,11.96,19.06,9.71,10.26,15.59,23.18
Giles County,VA,12.35,11.67,17.18,16.39,9.69,9.99,8.11,11.27,11.75,10.83,10.77,10.84,14.57,12.95,16.76,15.58,9.02,20.01,5.91,15.17,14.2
Gillespie County,TX,9.34,15.93,9.53,6.5,5.83,6.08,16.78,5.69,10.72,11.85,1.55,9.16,7.04,6.4,1.35,9.17,9.36,13.57,3.33,5.25,7.37
Gilliam County,OR,1,0.31,1.19,1.72,0.49,0.34,0.86,0.52,0.35,1.95,0.34,0.35,1.96,1.24,0.3,0.8,0.92,0.18,1.42,0.24,0.86
Gilmer County,GA,13.69,13.97,21.67,19.56,16.6,11.56,8.89,11.98,21.73,11.74,11.1,15.03,22.59,11,18.19,10.58,15.94,18.86,8.04,18.07,21.99
Gilmer County,WV,14.59,8.91,17.19,14.35,12.99,11.97,11.45,8.85,11.86,11.22,14.06,13.77,14.78,11.31,12.85,11.24,10.6,20.3,9.27,14.9,11.32
Gilpin County,CO,7.71,5.51,6.56,7.99,4.99,7.98,7.02,7.08,4.84,4.99,7.96,8.14,12.95,8.95,4.45,4.18,6.83,4.2,3.72,2.91,5.04
Glacier County,MT,1.83,5.33,1.75,5.69,6.35,3.27,3.46,4.91,4.55,6.01,2.53,2.74,6.37,5,4.01,6.03,1.24,1.8,5.82,1.94,3.29
Glades County,FL,28.76,22.11,20.83,30.48,17.54,23.66,19,30.42,23.17,20.05,19.13,24.78,26.57,24.29,25.06,23.64,24.37,16.56,17.96,19.27,23.42
Gladwin County,MI,9.7,8.62,7.65,4.43,12.06,9.43,7.46,10.38,8.25,9.59,9.08,9.99,5.55,9.39,8.21,10.9,5.79,11.55,9.37,8.91,12.02
Glascock County,GA,9.1,12.64,12.82,18.45,12.19,9.66,10.52,10.25,14.54,11.16,9.06,13.53,19.53,10.21,13.6,8.36,12.73,9.73,8.55,17.57,15.44
Glasscock County,TX,5.13,5.35,4.15,8.56,9.33,7.86,9.44,6.54,6.81,8.13,1.95,8.3,4.36,5.31,3.19,6.45,8.37,8.72,3.23,3.3,5.26
Glenn County,CA,0.58,0.02,0.64,0.03,0.11,0,0.65,0.06,0.16,0.45,0.06,0.01,1.24,1.36,0.43,0,0.07,0.03,0.45,0.14,0.18
Gloucester County,NJ,7.79,7.87,13.68,17.56,8.58,15.71,7.19,11.28,18,10.86,28.05,12.7,15.68,12.28,10.91,12.44,14.78,17.99,10.71,19.86,17.18
Gloucester County,VA,12.51,8.63,26.58,24.09,11.65,17.6,9.89,10.24,15.59,15.76,26.34,12.84,11.17,13.39,12.16,14.59,13.27,17.33,10.03,24.56,16.63
Glynn County,GA,20.61,17.26,14.54,25.02,14.75,14,19.41,16.97,19.53,13.88,14.01,13.67,20.98,18.94,24.44,14.94,19.79,14.4,13.12,19.6,23.9
Gogebic County,MI,9.6,15.21,8.68,9.11,9.35,10,8.3,9.09,7.65,17.06,9.27,8.41,12.12,12.59,9.02,15.82,10.13,13.86,12.24,15.39,8.36
Golden Valley County,MT,3.03,3.93,1.19,2.62,3.24,2.93,3.1,4.05,4.66,5.2,2.36,1.04,4.49,6.39,3.24,6.2,3.18,3.59,7.21,2.39,2.99
Golden Valley County,ND,6.21,3.69,4.28,4.57,4.27,5.16,4.18,4.27,5.01,5.91,5.67,3.79,5.67,9.27,5.57,8.58,4.26,3.83,12.3,4.88,2.98
Goliad County,TX,17.86,20.58,18.15,6.31,7.4,12.37,19.2,9.18,8.87,19.06,2,10.79,8.5,4.59,7.23,8.5,15.43,11.08,3.6,8.67,18.44
Gonzales County,TX,13.42,13.02,12.02,5.6,5.76,9.52,15.9,7.07,7.31,11.35,1.76,10.83,9.86,5.25,2.31,10.27,17.53,11.4,2.5,8,10.49
Goochland County,VA,9.19,10.22,20.86,20.28,8.32,14.39,7.52,14.74,11.09,10.89,17.32,12.02,16,10.18,12.87,13.93,9.47,17.2,7.17,19.61,14.29
Goodhue County,MN,9.02,17.52,5.29,12.39,14.08,13.64,17.38,8.05,8.99,21.06,10.51,8.15,6.55,9.56,14.52,23.16,11.9,13.49,17.14,8.67,10.88
Gooding County,ID,0.85,0.5,0.81,1.01,0.32,0.45,0.53,0.22,0.44,0.57,0.26,0.47,1.3,2.49,1.87,1.29,0.98,0.08,1.33,0.45,1.09
Gordon County,GA,11.79,12.46,17.64,16.76,13.01,10.1,7.72,10.65,18.38,9.7,10.99,13.85,15.57,7.98,13.31,8.02,13.65,16.7,7.76,14.27,20.85
Goshen County,WY,4.8,4.79,3.5,6.58,5.35,3.98,3.52,5.19,4.41,2.85,2.65,1.75,5.39,7.44,3.43,3.85,3.49,3.48,5.59,2.59,2.66
Gosper County,NE,10.52,3.07,3.56,10.64,5.75,11.12,10.22,7.16,8.53,7.66,8.23,3.26,6.16,8.93,8.51,6.23,10.04,8.98,12.72,5.44,10.1
Gove County,KS,11.25,4.44,3.82,8.24,6.79,5.72,6.44,7.61,10.02,5.55,7.27,5.24,10.44,6.42,5.95,7.57,6.47,9.82,8.26,6.63,6.21
Grady County,GA,17.52,16.32,15.64,19.84,21.77,11.4,12.62,18.05,13.58,10.72,11.46,18.16,28.04,12.22,11.1,18.3,12.99,19.1,9.64,21.15,24.2
Grady County,OK,6.5,9.09,7.67,9.76,10.32,9.33,13.03,8.82,11.58,10.99,3.91,7.29,11.14,5.25,8.46,8.88,16.48,13.85,7.65,10.88,6.61
Grafton County,NH,9.66,8.6,16.34,13.76,12.34,12.54,12.61,18.4,15.36,11.68,18.69,13.48,15.36,11.86,13.74,11.21,11.03,12.94,10.46,9.7,16.48
Graham County,AZ,6.05,7.4,4.23,6.22,5.2,10.84,7.72,9.67,4.48,7.72,8.35,8.33,8.89,10.39,9.75,8.7,6.23,7.98,6.29,2.62,11.17
Graham County,KS,9.73,4.23,4.16,9.47,8.05,7.87,9.41,11.2,9.24,5.04,10.63,4.85,8.09,8.49,7.08,11.72,6.43,10.98,11.45,6.43,4.77
Graham County,NC,14.71,16.97,16.97,20.15,13.13,13.99,7.66,11.33,19.59,14.1,12.61,15.82,19.61,13.58,15.99,9.23,12.86,19.58,9.86,18.19,21.4
Grainger County,TN,12.53,10.5,14.44,12.58,8.93,12,7.99,8.1,18.13,12.75,13.73,14.34,13.16,14.9,12.86,8.92,9.1,13.07,9.8,14.41,14.53
Grand County,CO,5.21,4.77,5.49,7.01,4.36,6.24,6.59,5.15,3.58,4.71,5.85,6.49,8.49,7.43,4.1,3.38,4.66,2.85,2.56,2.15,4.52
Grand County,UT,3.8,4.17,2.2,3.51,3.59,4.66,4.49,2.26,1.44,2.79,4.53,2.64,6.3,6.38,3.64,3.4,3.83,2.05,0.81,0.97,4.48
Grand Forks County,ND,10.18,11.67,6.21,9.79,6.69,6.75,5.81,10.37,5.3,10.26,9.15,5.26,5.44,7.61,8.03,13.28,7.26,7.36,13.61,9.52,5.81
Grand Isle County,VT,8.16,9.91,11.16,13.6,12.76,9.41,12.14,11,11.56,12.63,13.58,12.25,10.71,8.28,12.9,9.54,10.65,8.27,8.36,13.44,9.74
Grand Traverse County,MI,8.06,7.77,9.05,6.52,10.26,8.47,6.01,6.86,9.24,12.14,6.6,7.53,8.52,10.54,8.85,9.45,7.87,10.19,10.39,10,15.2
Granite County,MT,4.25,4.69,2.63,6.65,3.16,3.18,3.61,4.51,4.16,4.05,2.41,1.21,4.05,4.2,3.2,4.09,2.45,1.58,5.71,2.32,2.61
Grant County,AR,9.42,7.6,7.76,6.5,11.69,10.49,13.35,20.87,22.5,7.2,9.15,15.28,10.29,10.17,5.93,14.1,9.56,16.14,11.01,18.23,8.42
Grant County,IN,14.16,10.06,23.12,10.38,12.77,12.79,12.19,8.02,6.68,8.11,11.6,13.4,8.62,13.2,10.26,12.37,9.02,17.17,9.59,7.79,12.63
Grant County,KS,6.42,6.33,4.93,9.94,6.02,6.78,4.27,6.37,6.9,5.81,3.87,3.6,8.85,6.69,8.75,7.26,11.26,10.58,3.7,7.38,6.31
Grant County,KY,11.56,8.11,21.53,10.86,11.78,12.98,9.01,6.36,18.64,6.56,13.19,11.03,11.32,11.76,13.89,12.19,13.48,21.91,8.43,12.41,13.77
Grant County,MN,9.94,12.43,5.26,15.43,11.65,9.78,7.01,8.17,7.41,16.19,12.28,5.51,7.61,8.76,8.22,13.28,12.67,9.86,15.31,10.75,10.42
Grant County,ND,7.41,5.31,3.75,4.72,4.57,5.35,6.76,4.82,4.88,8.77,6.83,4.02,6.85,8.05,4.7,9.23,7.36,5.53,11.43,5.12,4.9
Grant County,NE,9.17,5.98,4.08,7.6,4.37,6.72,7.98,7.17,10.42,9.04,10.3,2.37,7.57,7.93,7.09,6.92,8.64,8.79,9.66,4.85,7.74
Grant County,NM,7.55,8.1,3.49,7.29,5.22,13.06,7.62,11.63,6.02,8.81,6.08,5.96,11.1,10.6,7.59,9.19,6.66,7.7,6.54,3.97,11.07
Grant County,OK,4.65,11.63,9.49,8.94,10.67,4.9,6.97,14.1,12.02,9.54,5.94,3.54,13.04,8.15,11.33,11.91,9.47,9.54,9.99,12.97,5.63
Grant County,OR,2.16,1.1,1.6,2.65,0.78,1.48,1.43,0.81,1.32,1.42,0.29,0.94,4.52,1.8,1.78,1.06,1.1,0.5,2.91,0.82,1.64
Grant County,SD,6.53,8.03,5.15,12.1,8.41,9.12,9.41,8.79,11.48,13.44,7.51,3.38,5.37,6.82,10.29,13.84,12.82,9.79,15.32,7.61,13.87
Grant County,WA,0.28,0.22,0.5,1.21,0.61,0.36,0.68,0.26,0.44,0.92,0.26,0.85,1.4,1.09,0.28,0.55,0.2,0.05,1.26,0.34,1.12
Grant County,WI,13.39,11.41,7.79,7.55,12.38,11.66,22.2,9.96,12.24,18.55,13.21,6.94,7.43,8.32,8.74,21.26,11.7,22.31,22.72,13.59,11.04
Grant County,WV,12.31,13.01,19.97,13.84,9,8.71,11.1,10.33,8.82,9.02,13.09,11.46,12.79,8.19,10.71,9.07,10.92,19.26,7.85,11.82,12.32
Grant Parish,LA,13.52,11.36,12.55,7.96,13.68,10.86,15.41,17.02,14.59,9.64,11.4,16.01,10.86,14.99,5.61,18.03,14.39,13.67,11.98,18.56,14.62
Granville County,NC,12.53,14.12,17.07,19.41,7.16,14.9,4.81,17.37,9.25,12.04,12.28,15.74,11.06,14.82,11.39,13.49,8.45,18.71,8.18,17.03,15.01
Gratiot County,MI,8.87,8.11,5.95,6.38,9.39,11.12,8.93,11.65,7.63,7.4,11.18,12.28,5.76,11.85,9.84,12.38,4.46,11.39,10.5,9.91,11.94
Graves County,KY,11.88,12.18,13.68,7.35,16.71,22.19,5.76,6.25,14.33,7.26,8.02,10.01,15.14,7.32,14.02,13.74,9.61,10.41,9.88,15.03,14
Gray County,KS,5.77,5.67,6.36,11.15,6.3,8.33,4.19,6.03,6.44,6.29,2.12,5.78,8.91,8.09,8.74,9.28,7.5,12.81,4.01,8.47,6.05
Gray County,TX,4.5,8.98,6.34,6.81,6.91,8.59,8.92,9.26,10.07,8.9,3.49,5.3,10.79,8.64,9.32,9.01,12.06,6.44,6.86,5.96,7
Grays Harbor County,WA,8.16,2.65,3.7,12.07,7.08,3.45,7.92,7.6,5.34,9.19,8.35,2.04,13.46,7.5,7.99,6.12,3.62,5.52,10.04,7.6,8.91
Grayson County,KY,13.58,16.19,15.35,8.62,13.85,17.53,8.94,6.53,14.14,8.16,10.43,13.87,15.67,9.05,15.97,17.49,13.85,14.22,7.54,14.42,15.94
Grayson County,TX,9.02,8.93,7.91,7.84,6.63,5.51,7.93,7.53,12.61,15.06,1.64,6.76,5.15,10.36,3.54,10.98,14.55,15.62,8.57,12.21,11.6
Grayson County,VA,12.62,14.2,17.37,19.62,9.63,12.92,8.6,14,13.9,13.05,14.72,14.7,22.2,12.26,16.64,12.85,10.83,20.75,8.81,18.25,14.36
Greeley County,KS,6.34,4.24,3.12,10.31,6.21,6.23,5.69,8.64,7.35,7.45,8.77,2.49,10.66,7.11,7.44,9.56,10.53,7.79,7.87,7.27,6.1
Greeley County,NE,9.6,6.38,6.16,10.17,5.48,12.9,9.87,7.2,10.13,7.5,8.18,1.84,9.25,9.57,8.9,8.07,9.88,11.9,13.61,6.33,9.32
Green County,KY,9.31,13.77,16.47,12.1,11,20.01,9.13,7.01,14.59,10.69,13.18,13.92,17.84,11.91,15.82,14.11,17,13.73,7.63,14.07,16.83
Green County,WI,14,10.26,8.28,9.07,8.47,11.92,19.24,10.82,12.95,13.46,11.89,6.37,5.68,10.55,11.83,16.95,11.6,21.59,19.37,13.59,8.01
Green Lake County,WI,11.06,8.62,8.89,6.23,9.48,10.68,14.46,8.26,7.58,14.9,9.26,5.53,7.02,8.19,10.34,15.12,9.47,21.81,15.18,11.99,12.12
Greenbrier County,WV,15.21,12.83,17.08,15.2,10.71,10.2,9.7,9.69,14.57,9.91,9.93,11.65,13.76,9.74,15.1,11.21,8.81,19.68,8.09,14.96,12.94
Greene County,AL,16.02,14.65,13.94,11.43,20.65,8.43,12.28,13.8,21.93,11.99,17.16,17.38,12,7.28,8.99,8.3,12.35,13.49,11.6,12.78,18.93
Greene County,AR,7.28,14.55,13.42,9.14,13.71,17.85,7.67,12.36,16.77,9.51,9.4,9.48,10.33,7.35,11.54,15.67,9.96,16.19,13.53,13.75,9.86
Greene County,GA,8.03,11.41,14.06,21.12,11.56,10.6,8.11,11.07,16.4,12.17,6.54,10.75,17.72,10.56,15.45,10.2,12.08,10.12,9.77,17.46,15.03
Greene County,IA,9.72,13.24,9.1,9.96,10.87,20.7,13.09,10.28,10.59,18.62,8.09,6.15,2.96,16.4,17.42,18.27,8.78,14.9,12.98,6.11,9.42
Greene County,IL,11.84,8.6,10.81,10.54,9.03,10.76,3.62,20.71,13.49,16.76,5.6,9.18,5.41,13.42,14.93,17.76,6,10.08,10.56,10.97,13.72
Greene County,IN,11.19,9.68,15.59,11.85,14.77,13.01,6.84,9.4,12.94,7.57,9.26,14.21,6.81,13.12,8.09,18.13,8.07,13.83,9.48,12.21,13.3
Greene County,MO,11.74,8.06,11.84,8.96,9.66,9.49,12.45,13.01,13.64,19.93,9.64,10.36,15.57,9.36,18.54,13.88,10.79,11.15,10.24,6.38,9.68
Greene County,MS,14.53,21.22,25.61,12.91,23.57,13.28,12.1,17.45,15.98,10.39,22.96,34.16,15.41,10.78,11.64,12.14,15.16,20.32,14.02,18.97,27.81
Greene County,NC,14.31,12.66,23.64,19.45,14.06,20.18,8.77,14.98,12.74,21.7,25.94,20.02,15.95,22.81,14.96,21.66,13.72,25.96,16.53,22.12,16.86
Greene County,NY,9.55,9.59,19.42,21.39,8.13,12.74,11.8,15.06,14.03,10.84,27.44,14.04,11.28,8.83,13.32,9.99,9.61,20.81,8.3,13.03,21.24
Greene County,OH,12.43,13.34,18.2,9.34,10.33,14.29,7.92,6.94,10.92,7.79,12.52,7.78,10.92,10.46,11,14.63,11.52,14.65,6.57,8.48,14.2
Greene County,PA,11.58,9.68,18.68,18.04,8.69,10.91,14.34,10.15,9.27,8.79,17.86,13.45,14.51,9.75,9.07,12.79,14.62,18.46,11.84,7.42,15.96
Greene County,TN,13.31,9.43,15.38,14.64,11.59,15.05,8.2,9.52,14.18,13.19,11.24,14.49,12.96,10.07,12.28,9.72,9.05,13.19,9.89,13.78,13.26
Greene County,VA,10.62,10,21.92,16.97,10.07,13.09,7.96,13.21,10.47,11.06,14.35,13.33,13.21,8.51,13.72,10.34,10.7,22.32,7.86,18.26,15.16
Greenlee County,AZ,7.85,9.38,4.68,6.03,6.72,13.26,8.74,11.14,5.37,8.6,8.14,7.76,12.8,12.37,9.83,8.3,6.13,8.83,6.4,3.1,10.68
Greensville County,VA,12.1,12.55,20.53,25.67,7.76,20.73,7.14,10.72,12.62,13.07,20.59,21.38,11.65,17.42,14.11,14.31,11.42,17.53,10.01,22.72,14.71
Greenup County,KY,8.78,9.37,15.13,18.14,10.84,16.26,7.21,6.14,12.67,10.42,12.73,13.24,11.64,8.4,10.94,10.6,12.4,18.63,8.35,12.11,16.08
Greenville County,SC,14.25,14.74,17.37,25.09,12.07,14.47,6.84,11.18,12.51,12.6,12.49,17.79,23.44,14.85,12.44,10.77,13.98,14.62,7.61,16.33,12.86
Greenwood County,KS,13.34,7.19,11.04,10.38,15.55,7.13,8.57,16.62,17.74,15.08,5.96,6.27,17.6,9.44,9.32,25.07,8.72,12.85,13.18,11.5,12.06
Greenwood County,SC,7.85,11.26,14.3,15.72,7.24,11.14,5.15,9.26,10.69,11.71,6.14,11.52,18.04,8.55,11.15,9.99,9.92,13.84,6.57,15.71,10.18
Greer County,OK,4.98,5.47,4.93,7.61,10.9,8.11,7.25,9.82,9.34,8.53,1.86,5.13,7.78,6.29,7.83,11.06,12.71,9.03,6.82,6.53,5.7
Gregg County,TX,11.78,8.89,7.4,6.49,13.27,6.06,13.79,12.16,16.9,7.26,3.87,12.2,9.73,5.86,2.31,9.06,9.42,8.95,5.5,12.69,10.48
Gregory County,SD,8.38,6.31,4.58,7.65,4.15,7.59,6.9,7.23,9.69,10.15,7.19,2.29,7.79,7.45,11.58,8.2,11.72,12.34,17.98,7.6,7.66
Grenada County,MS,14.52,19.92,12.64,8.39,14.9,12.27,13.34,12.55,19.4,6.62,13.44,13.11,11.28,13.21,5.7,10.68,12.15,14.41,11.25,8.97,15.65
Griggs County,ND,9.51,9.68,6.94,10.81,5.33,6.39,6.4,8.76,7.08,10.38,13.74,3.27,4.82,5.64,6.77,12.17,6.9,7.56,13.95,9.77,5.01
Grimes County,TX,12.5,11.8,13.83,5.43,10.14,12.35,10.69,11.72,11.46,8.49,1.97,10.83,10.85,9.71,3.57,12.15,24.26,11.64,6.16,9.7,10.37
Grundy County,IA,11.05,13.11,8.17,10.47,9.3,15.18,17.55,11.89,13.32,19.22,9.53,5.03,6.06,10.54,15.04,17.4,7.18,22.5,10.85,8.36,10.28
Grundy County,IL,12.03,6.26,13.57,11.4,9.89,14.59,17.15,18.22,10.78,9.37,11.27,6.87,5.51,14.23,10.26,17.23,8.71,8.44,16.19,9.74,7.49
Grundy County,MO,12.67,9.19,12.74,14.9,6.72,12.2,9.45,19.72,14.19,19.83,7.99,6.48,5.72,16.06,16.45,16.9,9.52,11.5,19.2,12.18,8.62
Grundy County,TN,17.1,13,17.8,18.23,15.45,11.57,10.04,8.72,17.41,9.99,12.5,21.69,15.18,11.39,14.83,9.06,14.65,17.63,12.81,16.08,19.92
Guadalupe County,NM,4.24,8.08,3.31,7.67,6.59,9.27,4.31,7.89,5.46,6.59,4.74,4.49,11.46,8.43,8.02,6.92,11.27,7.19,5.92,4.25,6.44
Guadalupe County,TX,13.26,14.89,11.71,6.53,5.41,7.17,16.75,8.67,7.83,10.36,2.74,10.91,9.97,5.41,1.56,12.66,15.48,11.95,3.02,6.72,11.76
Guernsey County,OH,10.19,7.51,17.98,20.41,11.21,14.12,11.77,7.22,7.89,7.01,12.23,11.49,10.27,10.64,8.93,9.26,10.96,16.38,10.5,10.33,13.11
Guilford County,NC,9.54,12.45,22.01,18.22,8.9,14.55,4.59,16.53,8.65,15.9,11.27,16.39,13.84,8.79,13.62,14.52,7.18,21.97,10.15,16.87,13.47
Gulf County,FL,23.4,17.5,25.7,17.69,17.09,18.07,13.93,16.85,21.26,16.66,17.64,23.7,30.83,13.71,16.52,21.85,16.77,21.71,14.06,37.09,29.04
Gunnison County,CO,6.18,5.79,6.66,5.17,6.31,8.53,7.31,4.68,3.26,6.01,4.83,6.59,9.26,7.45,5.36,5.58,6,3.21,2.54,3.89,5.51
Guthrie County,IA,9.29,12.23,7.3,9.43,9.81,19.17,14.74,13.2,9.61,18.43,9.49,5.5,4.63,17.96,17.92,18.31,12.04,14.51,14.04,5.76,10
Gwinnett County,GA,11.7,12.97,16.34,20.15,18.63,10.26,8.77,10.48,20.47,11.91,7.4,12.54,20.72,12.07,14.73,9.41,12.59,13.27,8.23,17.92,16.92
Haakon County,SD,6.49,5.07,2.44,7.58,3.07,5.29,3.77,5.71,6.54,5.99,4.92,1.61,6.11,6.34,4.87,5.39,3.89,3.55,8.98,6.46,5.44
Habersham County,GA,11.86,18.42,20.51,27.86,23.85,11.98,8.32,15.64,22.85,16.47,10.51,16.21,25.44,11.55,17.28,10.49,15.25,16.16,8.9,18.91,22.34
Hale County,AL,14.31,12.95,13.86,11.92,19.1,8.86,11.62,13.63,20.69,9.93,14.67,16.74,12.93,6.79,9.03,8.95,10.96,11.79,12.37,12.41,16.93
Hale County,TX,3.01,4.19,1.63,10.22,8.09,9.02,6.38,8.78,5.99,8.78,1.87,4.74,8.02,10.05,6.11,8.98,13.06,7.09,6.56,2.73,6.93
Halifax County,NC,11.3,15.57,18.74,21.99,8.67,18.53,8.39,12.69,11.84,14.76,21.49,18.75,10.92,19.91,12.88,17.74,11.39,19.49,10.1,20.39,13.69
Halifax County,VA,9.41,11.15,18.42,16.41,7.27,15.05,6.54,14.7,11.21,13.48,12.94,10.96,11.88,15.09,13.44,12.32,9.14,20.36,6.86,14.47,13.23
Hall County,GA,14.17,12.6,17.99,22.47,17.85,10.1,8.18,14.22,21.14,13.78,8.07,15.57,23.44,11.66,15.11,8.45,12.93,12.57,7.04,17.26,19.36
Hall County,NE,8.95,6.08,4.79,10.96,5.78,11.17,10.53,7.46,7.69,9.67,8.65,2.61,7.4,11.1,7.72,8.18,12.02,10.25,16.08,5.94,8.64
Hall County,TX,6.41,7.75,3.04,5.72,6.26,8.5,6.44,11.21,9.35,8.08,2.58,6.65,7.22,6.99,6.46,10.61,11.85,8.5,7.71,4.75,5.68
Hamblen County,TN,11.76,9.96,14.13,12.1,8.57,11.64,7.14,8.48,18.34,11.95,12.07,13.64,12.01,13.28,12.99,7.97,8.28,11.93,8.65,15.1,14.24
