County,State,State Abbreviation,Precipitation (in),Year
Calaveras County,California,CA,0.05,2006
Colusa County,California,CA,0.00,2006
Contra Costa County,California,CA,0.00,2006
Del Norte County,California,CA,0.57,2006
El Dorado County,California,CA,0.11,2006
Fresno County,California,CA,0.27,2006
Glenn County,California,CA,0.00,2006
Humboldt County,California,CA,0.23,2006
Imperial County,California,CA,0.48,2006
Inyo County,California,CA,0.61,2006
Kern County,California,CA,0.13,2006
Kings County,California,CA,0.00,2006
Lake County,California,CA,0.01,2006
Lassen County,California,CA,0.11,2006
Los Angeles County,California,CA,0.11,2006
Madera County,California,CA,0.10,2006
Marin County,California,CA,0.01,2006
Mariposa County,California,CA,0.05,2006
Mendocino County,California,CA,0.01,2006
Merced County,California,CA,0.00,2006
Modoc County,California,CA,0.38,2006
Mono County,California,CA,0.65,2006
Monterey County,California,CA,0.03,2006
Napa County,California,CA,0.00,2006
Nevada County,California,CA,0.13,2006
Orange County,California,CA,0.08,2006
Placer County,California,CA,0.12,2006
Plumas County,California,CA,0.06,2006
Riverside County,California,CA,0.71,2006
Sacramento County,California,CA,0.00,2006
San Benito County,California,CA,0.06,2006
San Bernardino County,California,CA,0.58,2006
San Diego County,California,CA,0.39,2006
San Francisco County,California,CA,0.00,2006
San Joaquin County,California,CA,0.01,2006
San Luis Obispo County,California,CA,0.01,2006
San Mateo County,California,CA,0.02,2006
Santa Barbara County,California,CA,0.02,2006
Santa Clara County,California,CA,0.00,2006
Santa Cruz County,California,CA,0.00,2006
Shasta County,California,CA,0.04,2006
Sierra County,California,CA,0.14,2006
Siskiyou County,California,CA,0.37,2006
Solano County,California,CA,0.00,2006
Sonoma County,California,CA,0.01,2006
Stanislaus County,California,CA,0.01,2006
Sutter County,California,CA,0.01,2006
Tehama County,California,CA,0.01,2006
Trinity County,California,CA,0.18,2006
Tulare County,California,CA,0.25,2006
Tuolumne County,California,CA,0.34,2006
Ventura County,California,CA,0.08,2006
Yolo County,California,CA,0.00,2006
Yuba County,California,CA,0.01,2006
Adams County,Colorado,CO,5.79,2006
Alamosa County,Colorado,CO,6.66,2006
Arapahoe County,Colorado,CO,7.00,2006
Archuleta County,Colorado,CO,10.80,2006
Baca County,Colorado,CO,9.48,2006
Bent County,Colorado,CO,10.15,2006
Boulder County,Colorado,CO,6.19,2006
Broomfield County,Colorado,CO,4.99,2006
Chaffee County,Colorado,CO,10.39,2006
Cheyenne County,Colorado,CO,8.21,2006
Clear Creek County,Colorado,CO,9.40,2006
Conejos County,Colorado,CO,10.34,2006
Costilla County,Colorado,CO,9.53,2006
Crowley County,Colorado,CO,9.03,2006
Custer County,Colorado,CO,11.12,2006
Delta County,Colorado,CO,6.40,2006
Denver County,Colorado,CO,4.78,2006
Dolores County,Colorado,CO,9.00,2006
Douglas County,Colorado,CO,9.12,2006
Eagle County,Colorado,CO,7.19,2006
Elbert County,Colorado,CO,8.96,2006
El Paso County,Colorado,CO,10.34,2006
Fremont County,Colorado,CO,10.37,2006
Garfield County,Colorado,CO,7.21,2006
Gilpin County,Colorado,CO,7.98,2006
Grand County,Colorado,CO,6.24,2006
Gunnison County,Colorado,CO,8.53,2006
Hinsdale County,Colorado,CO,11.27,2006
Huerfano County,Colorado,CO,8.62,2006
Jackson County,Colorado,CO,6.42,2006
Jefferson County,Colorado,CO,7.75,2006
Kiowa County,Colorado,CO,9.59,2006
Kit Carson County,Colorado,CO,6.68,2006
Lake County,Colorado,CO,8.87,2006
La Plata County,Colorado,CO,9.06,2006
Larimer County,Colorado,CO,5.26,2006
Las Animas County,Colorado,CO,8.45,2006
Lincoln County,Colorado,CO,8.35,2006
Logan County,Colorado,CO,5.25,2006
Mesa County,Colorado,CO,6.34,2006
Mineral County,Colorado,CO,11.74,2006
Moffat County,Colorado,CO,4.41,2006
Montezuma County,Colorado,CO,6.51,2006
Montrose County,Colorado,CO,8.14,2006
Morgan County,Colorado,CO,5.90,2006
Otero County,Colorado,CO,9.26,2006
Ouray County,Colorado,CO,9.50,2006
Park County,Colorado,CO,10.51,2006
Phillips County,Colorado,CO,6.94,2006
Pitkin County,Colorado,CO,8.29,2006
Prowers County,Colorado,CO,9.83,2006
Pueblo County,Colorado,CO,9.18,2006
Rio Blanco County,Colorado,CO,6.20,2006
Rio Grande County,Colorado,CO,7.66,2006
Routt County,Colorado,CO,6.68,2006
Saguache County,Colorado,CO,8.88,2006
San Juan County,Colorado,CO,13.09,2006
San Miguel County,Colorado,CO,8.79,2006
Sedgwick County,Colorado,CO,5.40,2006
Summit County,Colorado,CO,8.63,2006
Teller County,Colorado,CO,12.22,2006
Washington County,Colorado,CO,7.13,2006
Weld County,Colorado,CO,4.79,2006
Yuma County,Colorado,CO,6.58,2006
Fairfield County,Connecticut,CT,13.06,2006
Hartford County,Connecticut,CT,11.03,2006
Litchfield County,Connecticut,CT,12.10,2006
Middlesex County,Connecticut,CT,11.77,2006
New Haven County,Connecticut,CT,12.13,2006
New London County,Connecticut,CT,10.74,2006
Tolland County,Connecticut,CT,9.99,2006
Windham County,Connecticut,CT,9.64,2006
Kent County,Delaware,DE,13.54,2006
New Castle County,Delaware,DE,14.32,2006
Sussex County,Delaware,DE,12.61,2006
Alachua County,Florida,FL,12.97,2006
Baker County,Florida,FL,16.34,2006
Bay County,Florida,FL,15.03,2006
Bradford County,Florida,FL,14.89,2006
Brevard County,Florida,FL,21.63,2006
Broward County,Florida,FL,25.15,2006
Calhoun County,Florida,FL,15.91,2006
Charlotte County,Florida,FL,29.48,2006
Citrus County,Florida,FL,18.85,2006
Clay County,Florida,FL,13.80,2006
Collier County,Florida,FL,28.27,2006
Columbia County,Florida,FL,16.21,2006
DeSoto County,Florida,FL,26.83,2006
Dixie County,Florida,FL,14.96,2006
Duval County,Florida,FL,13.74,2006
Escambia County,Florida,FL,15.65,2006
Flagler County,Florida,FL,12.21,2006
Franklin County,Florida,FL,16.33,2006
Gadsden County,Florida,FL,12.01,2006
Gilchrist County,Florida,FL,13.22,2006
Glades County,Florida,FL,23.66,2006
Gulf County,Florida,FL,18.07,2006
Hamilton County,Florida,FL,12.64,2006
Hardee County,Florida,FL,25.28,2006
Hendry County,Florida,FL,22.36,2006
Hernando County,Florida,FL,21.64,2006
Highlands County,Florida,FL,24.19,2006
Hillsborough County,Florida,FL,24.58,2006
Holmes County,Florida,FL,11.00,2006
Indian River County,Florida,FL,15.40,2006
Jackson County,Florida,FL,11.21,2006
Jefferson County,Florida,FL,9.94,2006
Lafayette County,Florida,FL,13.50,2006
Lake County,Florida,FL,15.58,2006
Lee County,Florida,FL,27.81,2006
Leon County,Florida,FL,11.02,2006
Levy County,Florida,FL,13.72,2006
Liberty County,Florida,FL,16.91,2006
Madison County,Florida,FL,10.29,2006
Manatee County,Florida,FL,31.20,2006
Marion County,Florida,FL,14.43,2006
Martin County,Florida,FL,16.78,2006
Miami-Dade County,Florida,FL,25.80,2006
Monroe County,Florida,FL,27.20,2006
Nassau County,Florida,FL,12.41,2006
Okaloosa County,Florida,FL,13.26,2006
Okeechobee County,Florida,FL,17.04,2006
Orange County,Florida,FL,18.06,2006
Osceola County,Florida,FL,19.51,2006
Palm Beach County,Florida,FL,19.72,2006
Pasco County,Florida,FL,22.12,2006
Pinellas County,Florida,FL,25.31,2006
Polk County,Florida,FL,20.52,2006
Putnam County,Florida,FL,11.76,2006
St. Johns County,Florida,FL,11.65,2006
St. Lucie County,Florida,FL,14.05,2006
Santa Rosa County,Florida,FL,14.64,2006
Sarasota County,Florida,FL,31.83,2006
Seminole County,Florida,FL,16.72,2006
Sumter County,Florida,FL,17.30,2006
Suwannee County,Florida,FL,13.29,2006
Taylor County,Florida,FL,11.99,2006
Union County,Florida,FL,15.94,2006
Volusia County,Florida,FL,14.84,2006
Wakulla County,Florida,FL,12.32,2006
Walton County,Florida,FL,12.18,2006
Washington County,Florida,FL,12.04,2006
Appling County,Georgia,GA,11.69,2006
Atkinson County,Georgia,GA,8.51,2006
Bacon County,Georgia,GA,12.27,2006
Baker County,Georgia,GA,12.50,2006
Baldwin County,Georgia,GA,10.34,2006
Banks County,Georgia,GA,10.06,2006
Barrow County,Georgia,GA,10.60,2006
Bartow County,Georgia,GA,10.56,2006
Ben Hill County,Georgia,GA,10.36,2006
Berrien County,Georgia,GA,9.55,2006
Bibb County,Georgia,GA,7.84,2006
Bleckley County,Georgia,GA,8.94,2006
Brantley County,Georgia,GA,14.90,2006
Brooks County,Georgia,GA,8.73,2006
Bryan County,Georgia,GA,13.28,2006
Bulloch County,Georgia,GA,10.66,2006
Burke County,Georgia,GA,8.16,2006
Butts County,Georgia,GA,10.00,2006
Calhoun County,Georgia,GA,13.32,2006
Camden County,Georgia,GA,11.58,2006
Candler County,Georgia,GA,8.32,2006
Carroll County,Georgia,GA,10.45,2006
Catoosa County,Georgia,GA,11.37,2006
Charlton County,Georgia,GA,12.45,2006
Chatham County,Georgia,GA,13.56,2006
Chattahoochee County,Georgia,GA,10.76,2006
Chattooga County,Georgia,GA,12.47,2006
Cherokee County,Georgia,GA,11.82,2006
Clarke County,Georgia,GA,11.02,2006
Clay County,Georgia,GA,12.07,2006
Clayton County,Georgia,GA,12.39,2006
Clinch County,Georgia,GA,9.84,2006
Cobb County,Georgia,GA,12.25,2006
Coffee County,Georgia,GA,9.48,2006
Colquitt County,Georgia,GA,9.71,2006
Columbia County,Georgia,GA,10.90,2006
Cook County,Georgia,GA,9.65,2006
Coweta County,Georgia,GA,10.07,2006
Crawford County,Georgia,GA,9.00,2006
Crisp County,Georgia,GA,10.13,2006
Dade County,Georgia,GA,10.85,2006
Dawson County,Georgia,GA,10.98,2006
Decatur County,Georgia,GA,10.57,2006
DeKalb County,Georgia,GA,11.93,2006
Dodge County,Georgia,GA,9.62,2006
Dooly County,Georgia,GA,10.16,2006
Dougherty County,Georgia,GA,12.65,2006
Douglas County,Georgia,GA,12.25,2006
Early County,Georgia,GA,11.61,2006
Echols County,Georgia,GA,11.56,2006
Effingham County,Georgia,GA,11.94,2006
Elbert County,Georgia,GA,10.76,2006
Emanuel County,Georgia,GA,7.69,2006
Evans County,Georgia,GA,10.07,2006
Fannin County,Georgia,GA,11.66,2006
Fayette County,Georgia,GA,11.48,2006
Floyd County,Georgia,GA,9.95,2006
Forsyth County,Georgia,GA,9.32,2006
Franklin County,Georgia,GA,10.26,2006
Fulton County,Georgia,GA,11.82,2006
Gilmer County,Georgia,GA,11.56,2006
Glascock County,Georgia,GA,9.66,2006
Glynn County,Georgia,GA,14.00,2006
Gordon County,Georgia,GA,10.10,2006
Grady County,Georgia,GA,11.40,2006
Greene County,Georgia,GA,10.60,2006
Gwinnett County,Georgia,GA,10.26,2006
Habersham County,Georgia,GA,11.98,2006
Hall County,Georgia,GA,10.10,2006
Hancock County,Georgia,GA,10.81,2006
Haralson County,Georgia,GA,10.45,2006
Harris County,Georgia,GA,10.51,2006
Hart County,Georgia,GA,10.76,2006
Heard County,Georgia,GA,12.72,2006
Henry County,Georgia,GA,12.07,2006
Houston County,Georgia,GA,9.08,2006
Irwin County,Georgia,GA,10.17,2006
Jackson County,Georgia,GA,10.13,2006
Jasper County,Georgia,GA,8.98,2006
Jeff Davis County,Georgia,GA,10.69,2006
Jefferson County,Georgia,GA,8.25,2006
Jenkins County,Georgia,GA,8.16,2006
Johnson County,Georgia,GA,9.24,2006
Jones County,Georgia,GA,8.67,2006
Lamar County,Georgia,GA,9.86,2006
Lanier County,Georgia,GA,9.09,2006
Laurens County,Georgia,GA,9.24,2006
Lee County,Georgia,GA,11.89,2006
Liberty County,Georgia,GA,14.18,2006
Lincoln County,Georgia,GA,10.63,2006
Long County,Georgia,GA,12.80,2006
Lowndes County,Georgia,GA,10.31,2006
Lumpkin County,Georgia,GA,11.54,2006
McDuffie County,Georgia,GA,10.43,2006
McIntosh County,Georgia,GA,15.75,2006
Macon County,Georgia,GA,10.05,2006
Madison County,Georgia,GA,10.14,2006
Marion County,Georgia,GA,10.69,2006
Meriwether County,Georgia,GA,10.34,2006
Miller County,Georgia,GA,11.22,2006
Mitchell County,Georgia,GA,12.06,2006
Monroe County,Georgia,GA,8.42,2006
Montgomery County,Georgia,GA,9.34,2006
Morgan County,Georgia,GA,9.80,2006
Murray County,Georgia,GA,11.53,2006
Muscogee County,Georgia,GA,10.14,2006
Newton County,Georgia,GA,9.93,2006
Oconee County,Georgia,GA,10.77,2006
Oglethorpe County,Georgia,GA,10.27,2006
Paulding County,Georgia,GA,11.06,2006
Peach County,Georgia,GA,8.69,2006
Pickens County,Georgia,GA,12.26,2006
Pierce County,Georgia,GA,14.15,2006
Pike County,Georgia,GA,10.71,2006
Polk County,Georgia,GA,10.55,2006
Pulaski County,Georgia,GA,9.54,2006
Putnam County,Georgia,GA,10.19,2006
Quitman County,Georgia,GA,12.55,2006
Rabun County,Georgia,GA,13.09,2006
Randolph County,Georgia,GA,13.42,2006
Richmond County,Georgia,GA,10.42,2006
Rockdale County,Georgia,GA,11.20,2006
Schley County,Georgia,GA,11.70,2006
Screven County,Georgia,GA,9.07,2006
Seminole County,Georgia,GA,10.89,2006
Spalding County,Georgia,GA,11.23,2006
Stephens County,Georgia,GA,10.98,2006
Stewart County,Georgia,GA,13.38,2006
Sumter County,Georgia,GA,12.70,2006
Talbot County,Georgia,GA,9.84,2006
Taliaferro County,Georgia,GA,10.67,2006
Tattnall County,Georgia,GA,9.49,2006
Taylor County,Georgia,GA,9.82,2006
Telfair County,Georgia,GA,10.18,2006
Terrell County,Georgia,GA,14.04,2006
Thomas County,Georgia,GA,9.89,2006
Tift County,Georgia,GA,10.67,2006
Toombs County,Georgia,GA,9.17,2006
Towns County,Georgia,GA,11.53,2006
Treutlen County,Georgia,GA,8.12,2006
Troup County,Georgia,GA,11.58,2006
Turner County,Georgia,GA,10.47,2006
Twiggs County,Georgia,GA,8.63,2006
Union County,Georgia,GA,11.45,2006
Upson County,Georgia,GA,10.74,2006
Walker County,Georgia,GA,11.67,2006
Walton County,Georgia,GA,9.73,2006
Ware County,Georgia,GA,11.66,2006
Warren County,Georgia,GA,10.42,2006
Washington County,Georgia,GA,9.91,2006
Wayne County,Georgia,GA,13.95,2006
Webster County,Georgia,GA,13.93,2006
Wheeler County,Georgia,GA,9.86,2006
White County,Georgia,GA,12.11,2006
Whitfield County,Georgia,GA,11.26,2006
Wilcox County,Georgia,GA,10.58,2006
Wilkes County,Georgia,GA,10.38,2006
Wilkinson County,Georgia,GA,9.30,2006
Worth County,Georgia,GA,10.49,2006
Ada County,Idaho,ID,0.36,2006
Adams County,Idaho,ID,1.53,2006
Bannock County,Idaho,ID,3.46,2006
Bear Lake County,Idaho,ID,3.82,2006
Benewah County,Idaho,ID,1.68,2006
Bingham County,Idaho,ID,2.49,2006
Blaine County,Idaho,ID,1.59,2006
Boise County,Idaho,ID,1.00,2006
Bonner County,Idaho,ID,1.20,2006
Bonneville County,Idaho,ID,3.84,2006
Boundary County,Idaho,ID,2.71,2006
Butte County,Idaho,ID,1.65,2006
Camas County,Idaho,ID,1.52,2006
Canyon County,Idaho,ID,0.56,2006
Caribou County,Idaho,ID,3.61,2006
Cassia County,Idaho,ID,1.78,2006
Clark County,Idaho,ID,2.72,2006
Clearwater County,Idaho,ID,3.25,2006
Custer County,Idaho,ID,2.66,2006
Elmore County,Idaho,ID,0.73,2006
Franklin County,Idaho,ID,4.36,2006
Fremont County,Idaho,ID,3.16,2006
Gem County,Idaho,ID,0.58,2006
Gooding County,Idaho,ID,0.45,2006
Idaho County,Idaho,ID,3.47,2006
Jefferson County,Idaho,ID,1.56,2006
Jerome County,Idaho,ID,0.63,2006
Kootenai County,Idaho,ID,1.14,2006
Latah County,Idaho,ID,1.90,2006
Lemhi County,Idaho,ID,2.56,2006
Lewis County,Idaho,ID,2.45,2006
Lincoln County,Idaho,ID,0.50,2006
Madison County,Idaho,ID,3.09,2006
Minidoka County,Idaho,ID,0.62,2006
Nez Perce County,Idaho,ID,1.78,2006
Oneida County,Idaho,ID,3.21,2006
Owyhee County,Idaho,ID,0.80,2006
Payette County,Idaho,ID,0.71,2006
Power County,Idaho,ID,2.09,2006
Shoshone County,Idaho,ID,2.90,2006
Teton County,Idaho,ID,3.47,2006
Twin Falls County,Idaho,ID,1.27,2006
Valley County,Idaho,ID,1.81,2006
Washington County,Idaho,ID,0.96,2006
Adams County,Illinois,IL,9.67,2006
Alexander County,Illinois,IL,16.77,2006
Bond County,Illinois,IL,6.08,2006
Boone County,Illinois,IL,12.32,2006
Brown County,Illinois,IL,10.07,2006
Bureau County,Illinois,IL,12.19,2006
Calhoun County,Illinois,IL,9.57,2006
Carroll County,Illinois,IL,10.31,2006
Cass County,Illinois,IL,10.16,2006
Champaign County,Illinois,IL,11.84,2006
Christian County,Illinois,IL,10.05,2006
Clark County,Illinois,IL,10.78,2006
Clay County,Illinois,IL,15.17,2006
Clinton County,Illinois,IL,7.55,2006
Coles County,Illinois,IL,8.65,2006
Cook County,Illinois,IL,13.90,2006
Crawford County,Illinois,IL,13.69,2006
Cumberland County,Illinois,IL,9.56,2006
DeKalb County,Illinois,IL,10.74,2006
De Witt County,Illinois,IL,13.40,2006
Douglas County,Illinois,IL,7.94,2006
DuPage County,Illinois,IL,11.95,2006
Edgar County,Illinois,IL,10.81,2006
Edwards County,Illinois,IL,12.70,2006
Effingham County,Illinois,IL,9.65,2006
Fayette County,Illinois,IL,8.57,2006
Ford County,Illinois,IL,13.53,2006
Franklin County,Illinois,IL,15.40,2006
Fulton County,Illinois,IL,9.89,2006
Gallatin County,Illinois,IL,18.07,2006
Greene County,Illinois,IL,10.76,2006
Grundy County,Illinois,IL,14.59,2006
Hamilton County,Illinois,IL,14.70,2006
Hancock County,Illinois,IL,7.90,2006
Hardin County,Illinois,IL,18.60,2006
Henderson County,Illinois,IL,7.27,2006
Henry County,Illinois,IL,11.16,2006
Iroquois County,Illinois,IL,14.19,2006
Jackson County,Illinois,IL,14.34,2006
Jasper County,Illinois,IL,13.79,2006
Jefferson County,Illinois,IL,12.12,2006
Jersey County,Illinois,IL,11.76,2006
Jo Daviess County,Illinois,IL,13.21,2006
Johnson County,Illinois,IL,18.95,2006
Kane County,Illinois,IL,11.04,2006
Kankakee County,Illinois,IL,14.25,2006
Kendall County,Illinois,IL,13.18,2006
Knox County,Illinois,IL,9.75,2006
Lake County,Illinois,IL,10.70,2006
LaSalle County,Illinois,IL,13.42,2006
Lawrence County,Illinois,IL,13.12,2006
Lee County,Illinois,IL,12.13,2006
Livingston County,Illinois,IL,13.47,2006
Logan County,Illinois,IL,11.51,2006
McDonough County,Illinois,IL,8.07,2006
McHenry County,Illinois,IL,11.17,2006
McLean County,Illinois,IL,13.00,2006
Macon County,Illinois,IL,11.03,2006
Macoupin County,Illinois,IL,10.92,2006
Madison County,Illinois,IL,6.92,2006
Marion County,Illinois,IL,9.20,2006
Marshall County,Illinois,IL,11.79,2006
Mason County,Illinois,IL,10.28,2006
Massac County,Illinois,IL,21.65,2006
Menard County,Illinois,IL,9.72,2006
Mercer County,Illinois,IL,8.59,2006
Monroe County,Illinois,IL,8.39,2006
Montgomery County,Illinois,IL,8.02,2006
Morgan County,Illinois,IL,10.90,2006
Moultrie County,Illinois,IL,8.53,2006
Ogle County,Illinois,IL,10.27,2006
Peoria County,Illinois,IL,10.20,2006
Perry County,Illinois,IL,11.90,2006
Piatt County,Illinois,IL,10.96,2006
Pike County,Illinois,IL,11.24,2006
Pope County,Illinois,IL,20.46,2006
Pulaski County,Illinois,IL,17.52,2006
Putnam County,Illinois,IL,11.92,2006
Randolph County,Illinois,IL,9.15,2006
Richland County,Illinois,IL,12.38,2006
Rock Island County,Illinois,IL,10.35,2006
St. Clair County,Illinois,IL,7.30,2006
Saline County,Illinois,IL,18.43,2006
Sangamon County,Illinois,IL,10.39,2006
Schuyler County,Illinois,IL,8.57,2006
Scott County,Illinois,IL,10.82,2006
Shelby County,Illinois,IL,9.13,2006
Stark County,Illinois,IL,10.62,2006
Stephenson County,Illinois,IL,11.77,2006
Tazewell County,Illinois,IL,11.65,2006
Union County,Illinois,IL,17.07,2006
Vermilion County,Illinois,IL,12.23,2006
Wabash County,Illinois,IL,14.98,2006
Warren County,Illinois,IL,7.76,2006
Washington County,Illinois,IL,10.02,2006
Wayne County,Illinois,IL,11.80,2006
White County,Illinois,IL,16.03,2006
Whiteside County,Illinois,IL,10.96,2006
Will County,Illinois,IL,15.78,2006
Williamson County,Illinois,IL,16.52,2006
Winnebago County,Illinois,IL,11.65,2006
Woodford County,Illinois,IL,12.17,2006
Adams County,Indiana,IN,9.43,2006
Allen County,Indiana,IN,10.91,2006
Bartholomew County,Indiana,IN,14.24,2006
Benton County,Indiana,IN,13.29,2006
Blackford County,Indiana,IN,11.97,2006
Boone County,Indiana,IN,13.43,2006
Brown County,Indiana,IN,14.06,2006
Carroll County,Indiana,IN,12.35,2006
Cass County,Indiana,IN,13.07,2006
Clark County,Indiana,IN,18.68,2006
Clay County,Indiana,IN,12.25,2006
Clinton County,Indiana,IN,13.04,2006
Crawford County,Indiana,IN,19.78,2006
Daviess County,Indiana,IN,13.90,2006
Dearborn County,Indiana,IN,12.59,2006
Decatur County,Indiana,IN,15.13,2006
DeKalb County,Indiana,IN,10.96,2006
Delaware County,Indiana,IN,11.11,2006
Dubois County,Indiana,IN,19.50,2006
Elkhart County,Indiana,IN,13.91,2006
Fayette County,Indiana,IN,14.00,2006
Floyd County,Indiana,IN,19.97,2006
Fountain County,Indiana,IN,12.95,2006
Franklin County,Indiana,IN,13.95,2006
Fulton County,Indiana,IN,14.06,2006
Gibson County,Indiana,IN,17.61,2006
Grant County,Indiana,IN,12.79,2006
Greene County,Indiana,IN,13.01,2006
Hamilton County,Indiana,IN,12.85,2006
Hancock County,Indiana,IN,13.00,2006
Harrison County,Indiana,IN,20.24,2006
Hendricks County,Indiana,IN,11.08,2006
Henry County,Indiana,IN,13.07,2006
Howard County,Indiana,IN,12.82,2006
Huntington County,Indiana,IN,10.70,2006
Jackson County,Indiana,IN,15.49,2006
Jasper County,Indiana,IN,15.72,2006
Jay County,Indiana,IN,10.27,2006
Jefferson County,Indiana,IN,16.64,2006
Jennings County,Indiana,IN,16.09,2006
Johnson County,Indiana,IN,13.80,2006
Knox County,Indiana,IN,12.37,2006
Kosciusko County,Indiana,IN,11.98,2006
LaGrange County,Indiana,IN,13.09,2006
Lake County,Indiana,IN,16.83,2006
LaPorte County,Indiana,IN,14.93,2006
Lawrence County,Indiana,IN,15.47,2006
Madison County,Indiana,IN,12.29,2006
Marion County,Indiana,IN,11.69,2006
Marshall County,Indiana,IN,13.55,2006
Martin County,Indiana,IN,16.07,2006
Miami County,Indiana,IN,12.89,2006
Monroe County,Indiana,IN,13.26,2006
Montgomery County,Indiana,IN,14.04,2006
Morgan County,Indiana,IN,12.05,2006
Newton County,Indiana,IN,14.63,2006
Noble County,Indiana,IN,11.78,2006
Ohio County,Indiana,IN,12.78,2006
