,county,year,infections
3289,"IA, Wright",2003,
5512,"IA, Wright",2004,1
7005,"IA, Wright",2005,
5320,"ID, Ada",2004,1
6842,"ID, Ada",2005,2
8105,"ID, Ada",2006,252
9538,"ID, Ada",2007,20
10733,"ID, Ada",2008,10
11519,"ID, Ada",2009,4
12844,"ID, Ada",2011,1
13463,"ID, Ada",2012,2
14840,"ID, Ada",2013,8
16122,"ID, Ada",2014,2
17048,"ID, Ada",2015,1
18163,"ID, Ada",2016,
19301,"ID, Ada",2017,8
20545,"ID, Ada",2018,2
21893,"ID, Ada",2019,2
22528,"ID, Ada",2020,3
6843,"ID, Adams",2005,
8106,"ID, Adams",2006,9
9539,"ID, Adams",2007,
10734,"ID, Adams",2008,4
11520,"ID, Adams",2009,1
13464,"ID, Adams",2012,1
14841,"ID, Adams",2013,
16123,"ID, Adams",2014,
19302,"ID, Adams",2017,1
20546,"ID, Adams",2018,
21894,"ID, Adams",2019,
8107,"ID, Bannock",2006,23
9540,"ID, Bannock",2007,5
10735,"ID, Bannock",2008,1
16124,"ID, Bannock",2014,
18164,"ID, Bannock",2016,
19303,"ID, Bannock",2017,
20547,"ID, Bannock",2018,1
8108,"ID, Bear Lake",2006,
9541,"ID, Bear Lake",2007,
9542,"ID, Benewah",2007,
5321,"ID, Bingham",2004,
8109,"ID, Bingham",2006,145
9543,"ID, Bingham",2007,5
10736,"ID, Bingham",2008,2
13465,"ID, Bingham",2012,
14842,"ID, Bingham",2013,
16125,"ID, Bingham",2014,
17049,"ID, Bingham",2015,
18165,"ID, Bingham",2016,
20548,"ID, Bingham",2018,
6844,"ID, Blaine",2005,
8110,"ID, Blaine",2006,10
16126,"ID, Blaine",2014,1
8111,"ID, Boise",2006,6
10737,"ID, Boise",2008,1
16127,"ID, Boise",2014,
18166,"ID, Bonner",2016,
19304,"ID, Bonner",2017,
8112,"ID, Bonneville",2006,32
9544,"ID, Bonneville",2007,4
10738,"ID, Bonneville",2008,2
11521,"ID, Bonneville",2009,1
9545,"ID, Boundary",2007,1
16128,"ID, Boundary",2014,
18167,"ID, Boundary",2016,
19305,"ID, Boundary",2017,
8113,"ID, Butte",2006,4
9546,"ID, Butte",2007,1
8114,"ID, Camas",2006,2
543,"ID, Canyon",2002,
5322,"ID, Canyon",2004,
6845,"ID, Canyon",2005,2
8115,"ID, Canyon",2006,180
9547,"ID, Canyon",2007,26
10739,"ID, Canyon",2008,2
11522,"ID, Canyon",2009,9
12238,"ID, Canyon",2010,1
13466,"ID, Canyon",2012,
14843,"ID, Canyon",2013,14
16129,"ID, Canyon",2014,1
17050,"ID, Canyon",2015,4
18168,"ID, Canyon",2016,3
19306,"ID, Canyon",2017,2
20549,"ID, Canyon",2018,2
21895,"ID, Canyon",2019,1
22529,"ID, Canyon",2020,
8116,"ID, Caribou",2006,
9548,"ID, Caribou",2007,
12845,"ID, Caribou",2011,1
17051,"ID, Caribou",2015,
8117,"ID, Cassia",2006,4
9549,"ID, Cassia",2007,1
8118,"ID, Clark",2006,
20550,"ID, Clark",2018,
8119,"ID, Clearwater",2006,1
8120,"ID, Custer",2006,4
9550,"ID, Custer",2007,4
11523,"ID, Custer",2009,1
5323,"ID, Elmore",2004,1
6846,"ID, Elmore",2005,2
8121,"ID, Elmore",2006,68
9551,"ID, Elmore",2007,7
10740,"ID, Elmore",2008,4
11524,"ID, Elmore",2009,6
13467,"ID, Elmore",2012,3
14844,"ID, Elmore",2013,
18169,"ID, Elmore",2016,2
19307,"ID, Elmore",2017,1
20551,"ID, Elmore",2018,
21896,"ID, Elmore",2019,1
22530,"ID, Elmore",2020,
8122,"ID, Franklin",2006,1
9552,"ID, Franklin",2007,3
12239,"ID, Franklin",2010,
19308,"ID, Franklin",2017,
8123,"ID, Fremont",2006,5
9553,"ID, Fremont",2007,1
14845,"ID, Fremont",2013,
5324,"ID, Gem",2004,
6847,"ID, Gem",2005,2
8124,"ID, Gem",2006,15
9554,"ID, Gem",2007,13
10741,"ID, Gem",2008,2
11525,"ID, Gem",2009,2
12846,"ID, Gem",2011,
13468,"ID, Gem",2012,5
14846,"ID, Gem",2013,1
16130,"ID, Gem",2014,2
17052,"ID, Gem",2015,
18170,"ID, Gem",2016,
19309,"ID, Gem",2017,3
20552,"ID, Gem",2018,1
21897,"ID, Gem",2019,
22531,"ID, Gem",2020,1
3050,"ID, Gooding",2003,1
5325,"ID, Gooding",2004,1
6848,"ID, Gooding",2005,2
8125,"ID, Gooding",2006,45
9555,"ID, Gooding",2007,5
11526,"ID, Gooding",2009,1
13469,"ID, Gooding",2012,1
14847,"ID, Gooding",2013,1
16131,"ID, Gooding",2014,3
17053,"ID, Gooding",2015,
18171,"ID, Gooding",2016,
19310,"ID, Gooding",2017,2
20553,"ID, Gooding",2018,1
21898,"ID, Gooding",2019,
22532,"ID, Gooding",2020,1
8126,"ID, Idaho",2006,3
6849,"ID, Jefferson",2005,
8127,"ID, Jefferson",2006,14
9556,"ID, Jefferson",2007,1
17054,"ID, Jefferson",2015,
5326,"ID, Jerome",2004,
6850,"ID, Jerome",2005,
8128,"ID, Jerome",2006,12
9557,"ID, Jerome",2007,1
10742,"ID, Jerome",2008,1
11527,"ID, Jerome",2009,
14848,"ID, Jerome",2013,1
16132,"ID, Jerome",2014,1
19311,"ID, Jerome",2017,
20554,"ID, Jerome",2018,
8129,"ID, Kootenai",2006,1
9558,"ID, Kootenai",2007,1
19312,"ID, Kootenai",2017,1
8130,"ID, Latah",2006,
8131,"ID, Lemhi",2006,2
9559,"ID, Lemhi",2007,6
11528,"ID, Lemhi",2009,1
20555,"ID, Lemhi",2018,1
14849,"ID, Lewis",2013,1
18172,"ID, Lewis",2016,1
6851,"ID, Lincoln",2005,
8132,"ID, Lincoln",2006,9
9560,"ID, Lincoln",2007,
11529,"ID, Lincoln",2009,1
16133,"ID, Lincoln",2014,4
17055,"ID, Lincoln",2015,2
20556,"ID, Lincoln",2018,2
8133,"ID, Madison",2006,7
9561,"ID, Madison",2007,2
17056,"ID, Madison",2015,
8134,"ID, Minidoka",2006,24
14850,"ID, Minidoka",2013,1
8135,"ID, Oneida",2006,
9562,"ID, Oneida",2007,1
11530,"ID, Oneida",2009,1
5327,"ID, Owyhee",2004,
6852,"ID, Owyhee",2005,1
8136,"ID, Owyhee",2006,32
9563,"ID, Owyhee",2007,6
10743,"ID, Owyhee",2008,1
11531,"ID, Owyhee",2009,1
13470,"ID, Owyhee",2012,
14851,"ID, Owyhee",2013,2
17057,"ID, Owyhee",2015,1
18173,"ID, Owyhee",2016,1
19313,"ID, Owyhee",2017,1
20557,"ID, Owyhee",2018,1
21899,"ID, Owyhee",2019,3
22533,"ID, Owyhee",2020,1
5328,"ID, Payette",2004,
6853,"ID, Payette",2005,
8137,"ID, Payette",2006,23
9564,"ID, Payette",2007,7
10744,"ID, Payette",2008,3
11532,"ID, Payette",2009,2
12847,"ID, Payette",2011,
13471,"ID, Payette",2012,3
14852,"ID, Payette",2013,5
16134,"ID, Payette",2014,1
17058,"ID, Payette",2015,2
18174,"ID, Payette",2016,2
19314,"ID, Payette",2017,2
20558,"ID, Payette",2018,
21900,"ID, Payette",2019,1
22534,"ID, Payette",2020,
8138,"ID, Power",2006,2
9565,"ID, Power",2007,
20559,"ID, Power",2018,
8139,"ID, Teton",2006,
9566,"ID, Teton",2007,4
20560,"ID, Teton",2018,1
5329,"ID, Twin Falls",2004,
6854,"ID, Twin Falls",2005,1
8140,"ID, Twin Falls",2006,38
9567,"ID, Twin Falls",2007,3
10745,"ID, Twin Falls",2008,2
11533,"ID, Twin Falls",2009,3
12240,"ID, Twin Falls",2010,
13472,"ID, Twin Falls",2012,2
14853,"ID, Twin Falls",2013,3
16135,"ID, Twin Falls",2014,1
17059,"ID, Twin Falls",2015,
18175,"ID, Twin Falls",2016,
19315,"ID, Twin Falls",2017,1
20561,"ID, Twin Falls",2018,1
21901,"ID, Twin Falls",2019,1
6855,"ID, Valley",2005,
8141,"ID, Valley",2006,2
9568,"ID, Valley",2007,
10746,"ID, Valley",2008,
14854,"ID, Valley",2013,
17060,"ID, Valley",2015,
18176,"ID, Valley",2016,
5330,"ID, Washington",2004,
6856,"ID, Washington",2005,1
8142,"ID, Washington",2006,21
9569,"ID, Washington",2007,4
10747,"ID, Washington",2008,4
11534,"ID, Washington",2009,4
12848,"ID, Washington",2011,1
13473,"ID, Washington",2012,
14855,"ID, Washington",2013,3
16136,"ID, Washington",2014,3
17061,"ID, Washington",2015,3
19316,"ID, Washington",2017,3
20562,"ID, Washington",2018,3
21902,"ID, Washington",2019,4
544,"IL, Adams",2002,1
3051,"IL, Adams",2003,
5331,"IL, Adams",2004,1
6857,"IL, Adams",2005,
8143,"IL, Adams",2006,1
10748,"IL, Adams",2008,
11535,"IL, Adams",2009,
12241,"IL, Adams",2010,
13474,"IL, Adams",2012,
14856,"IL, Adams",2013,1
17062,"IL, Adams",2015,1
19317,"IL, Adams",2017,1
21903,"IL, Adams",2019,
14857,"IL, Alexander",2013,
19318,"IL, Alexander",2017,
545,"IL, Bond",2002,
3052,"IL, Bond",2003,
5332,"IL, Bond",2004,1
8144,"IL, Bond",2006,1
11536,"IL, Bond",2009,
13475,"IL, Bond",2012,2
14858,"IL, Bond",2013,1
17063,"IL, Bond",2015,
20563,"IL, Bond",2018,1
546,"IL, Boone",2002,
3053,"IL, Boone",2003,
5333,"IL, Boone",2004,1
8145,"IL, Boone",2006,
9570,"IL, Boone",2007,2
10749,"IL, Boone",2008,2
13476,"IL, Boone",2012,
14859,"IL, Boone",2013,
16137,"IL, Boone",2014,
17064,"IL, Boone",2015,1
18177,"IL, Boone",2016,
19319,"IL, Boone",2017,1
20564,"IL, Boone",2018,
22535,"IL, Boone",2020,
547,"IL, Brown",2002,
3054,"IL, Brown",2003,
8146,"IL, Brown",2006,1
18178,"IL, Brown",2016,
22536,"IL, Brown",2020,
548,"IL, Bureau",2002,
3055,"IL, Bureau",2003,1
5334,"IL, Bureau",2004,
6858,"IL, Bureau",2005,
8147,"IL, Bureau",2006,
9571,"IL, Bureau",2007,1
11537,"IL, Bureau",2009,
13477,"IL, Bureau",2012,
14860,"IL, Bureau",2013,
18179,"IL, Bureau",2016,
20565,"IL, Bureau",2018,
21904,"IL, Bureau",2019,
549,"IL, Calhoun",2002,
5335,"IL, Calhoun",2004,
14861,"IL, Calhoun",2013,
17065,"IL, Calhoun",2015,
19320,"IL, Calhoun",2017,
20566,"IL, Calhoun",2018,
550,"IL, Carroll",2002,
6859,"IL, Carroll",2005,1
8148,"IL, Carroll",2006,
12242,"IL, Carroll",2010,
14862,"IL, Carroll",2013,
17066,"IL, Carroll",2015,
18180,"IL, Carroll",2016,
19321,"IL, Carroll",2017,1
20567,"IL, Carroll",2018,
551,"IL, Cass",2002,
3056,"IL, Cass",2003,
5336,"IL, Cass",2004,
17067,"IL, Cass",2015,1
19322,"IL, Cass",2017,
20568,"IL, Cass",2018,
552,"IL, Champaign",2002,2
3057,"IL, Champaign",2003,1
5337,"IL, Champaign",2004,
6860,"IL, Champaign",2005,
8149,"IL, Champaign",2006,
9572,"IL, Champaign",2007,
11538,"IL, Champaign",2009,
12243,"IL, Champaign",2010,1
12849,"IL, Champaign",2011,
13478,"IL, Champaign",2012,
14863,"IL, Champaign",2013,
16138,"IL, Champaign",2014,
17068,"IL, Champaign",2015,
18181,"IL, Champaign",2016,
19323,"IL, Champaign",2017,
20569,"IL, Champaign",2018,2
22537,"IL, Champaign",2020,
553,"IL, Christian",2002,
6861,"IL, Christian",2005,1
8150,"IL, Christian",2006,1
554,"IL, Clark",2002,2
8151,"IL, Clark",2006,
555,"IL, Clay",2002,
3058,"IL, Clay",2003,
5338,"IL, Clay",2004,
8152,"IL, Clay",2006,1
13479,"IL, Clay",2012,
14864,"IL, Clay",2013,
18182,"IL, Clay",2016,
19324,"IL, Clay",2017,
20570,"IL, Clay",2018,
21905,"IL, Clay",2019,
556,"IL, Clinton",2002,7
5339,"IL, Clinton",2004,2
8153,"IL, Clinton",2006,
9573,"IL, Clinton",2007,1
11539,"IL, Clinton",2009,
14865,"IL, Clinton",2013,
16139,"IL, Clinton",2014,
17069,"IL, Clinton",2015,
18183,"IL, Clinton",2016,
19325,"IL, Clinton",2017,
20571,"IL, Clinton",2018,2
557,"IL, Coles",2002,1
6862,"IL, Coles",2005,
8154,"IL, Coles",2006,
12850,"IL, Coles",2011,1
17070,"IL, Coles",2015,
18184,"IL, Coles",2016,
20572,"IL, Coles",2018,1
126,"IL, Cook",2001,
558,"IL, Cook",2002,635
3059,"IL, Cook",2003,20
5340,"IL, Cook",2004,23
6863,"IL, Cook",2005,134
8155,"IL, Cook",2006,86
9574,"IL, Cook",2007,33
10750,"IL, Cook",2008,9
11540,"IL, Cook",2009,1
12244,"IL, Cook",2010,30
12851,"IL, Cook",2011,22
13480,"IL, Cook",2012,174
14866,"IL, Cook",2013,59
16140,"IL, Cook",2014,26
17071,"IL, Cook",2015,27
18185,"IL, Cook",2016,98
19326,"IL, Cook",2017,52
20573,"IL, Cook",2018,104
21906,"IL, Cook",2019,14
22538,"IL, Cook",2020,34
127,"IL, Crawford",2001,
559,"IL, Crawford",2002,3
3060,"IL, Crawford",2003,1
8156,"IL, Crawford",2006,2
13481,"IL, Crawford",2012,1
16141,"IL, Crawford",2014,1
18186,"IL, Crawford",2016,
560,"IL, Cumberland",2002,3
8157,"IL, Cumberland",2006,
16142,"IL, Cumberland",2014,
561,"IL, De Kalb",2002,2
3061,"IL, De Kalb",2003,2
5341,"IL, De Kalb",2004,
6864,"IL, De Kalb",2005,
8158,"IL, De Kalb",2006,1
9575,"IL, De Kalb",2007,
13482,"IL, De Kalb",2012,1
14867,"IL, De Kalb",2013,
16143,"IL, De Kalb",2014,
17072,"IL, De Kalb",2015,
18187,"IL, De Kalb",2016,
19327,"IL, De Kalb",2017,
20574,"IL, De Kalb",2018,2
21907,"IL, De Kalb",2019,
562,"IL, De Witt",2002,1
3062,"IL, De Witt",2003,
8159,"IL, De Witt",2006,
13483,"IL, De Witt",2012,
20575,"IL, De Witt",2018,
563,"IL, Douglas",2002,
3063,"IL, Douglas",2003,
6865,"IL, Douglas",2005,
8160,"IL, Douglas",2006,
13484,"IL, Douglas",2012,
14868,"IL, Douglas",2013,
17073,"IL, Douglas",2015,
18188,"IL, Douglas",2016,
19328,"IL, Douglas",2017,1
20576,"IL, Douglas",2018,
128,"IL, Du Page",2001,
564,"IL, Du Page",2002,51
3064,"IL, Du Page",2003,3
5342,"IL, Du Page",2004,5
6866,"IL, Du Page",2005,47
8161,"IL, Du Page",2006,43
9576,"IL, Du Page",2007,10
10751,"IL, Du Page",2008,1
11541,"IL, Du Page",2009,
12245,"IL, Du Page",2010,17
12852,"IL, Du Page",2011,2
13485,"IL, Du Page",2012,56
14869,"IL, Du Page",2013,7
16144,"IL, Du Page",2014,5
17074,"IL, Du Page",2015,9
18189,"IL, Du Page",2016,10
19329,"IL, Du Page",2017,6
20577,"IL, Du Page",2018,18
21908,"IL, Du Page",2019,6
22539,"IL, Du Page",2020,4
565,"IL, Edgar",2002,2
3065,"IL, Edgar",2003,
11542,"IL, Edgar",2009,
13486,"IL, Edgar",2012,
20578,"IL, Edgar",2018,1
566,"IL, Edwards",2002,
14870,"IL, Edwards",2013,
20579,"IL, Edwards",2018,1
567,"IL, Effingham",2002,7
6867,"IL, Effingham",2005,
8162,"IL, Effingham",2006,2
14871,"IL, Effingham",2013,
568,"IL, Fayette",2002,
3066,"IL, Fayette",2003,
5343,"IL, Fayette",2004,
14872,"IL, Fayette",2013,
17075,"IL, Fayette",2015,2
19330,"IL, Fayette",2017,
20580,"IL, Fayette",2018,
569,"IL, Ford",2002,1
3067,"IL, Ford",2003,
5344,"IL, Ford",2004,1
8163,"IL, Ford",2006,1
14873,"IL, Ford",2013,
18190,"IL, Ford",2016,
19331,"IL, Ford",2017,
20581,"IL, Ford",2018,1
570,"IL, Franklin",2002,
3068,"IL, Franklin",2003,
6868,"IL, Franklin",2005,
8164,"IL, Franklin",2006,2
9577,"IL, Franklin",2007,
11543,"IL, Franklin",2009,
12853,"IL, Franklin",2011,1
14874,"IL, Franklin",2013,2
16145,"IL, Franklin",2014,1
18191,"IL, Franklin",2016,1
19332,"IL, Franklin",2017,1
20582,"IL, Franklin",2018,1
21909,"IL, Franklin",2019,1
571,"IL, Fulton",2002,8
5345,"IL, Fulton",2004,1
8165,"IL, Fulton",2006,
14875,"IL, Fulton",2013,
16146,"IL, Fulton",2014,
17076,"IL, Fulton",2015,
18192,"IL, Fulton",2016,
19333,"IL, Fulton",2017,
20583,"IL, Fulton",2018,1
21910,"IL, Fulton",2019,
572,"IL, Gallatin",2002,
6869,"IL, Gallatin",2005,
8166,"IL, Gallatin",2006,
9578,"IL, Gallatin",2007,1
10752,"IL, Gallatin",2008,
11544,"IL, Gallatin",2009,
12246,"IL, Gallatin",2010,
12854,"IL, Gallatin",2011,
13487,"IL, Gallatin",2012,
14876,"IL, Gallatin",2013,
16147,"IL, Gallatin",2014,
17077,"IL, Gallatin",2015,1
18193,"IL, Gallatin",2016,
19334,"IL, Gallatin",2017,
20584,"IL, Gallatin",2018,
21911,"IL, Gallatin",2019,
573,"IL, Greene",2002,
3069,"IL, Greene",2003,
5346,"IL, Greene",2004,
12247,"IL, Greene",2010,
13488,"IL, Greene",2012,
14877,"IL, Greene",2013,1
17078,"IL, Greene",2015,
18194,"IL, Greene",2016,
19335,"IL, Greene",2017,
20585,"IL, Greene",2018,
22540,"IL, Greene",2020,
574,"IL, Grundy",2002,
3070,"IL, Grundy",2003,
5347,"IL, Grundy",2004,
6870,"IL, Grundy",2005,
8167,"IL, Grundy",2006,
9579,"IL, Grundy",2007,
10753,"IL, Grundy",2008,
11545,"IL, Grundy",2009,
13489,"IL, Grundy",2012,
14878,"IL, Grundy",2013,
16148,"IL, Grundy",2014,
17079,"IL, Grundy",2015,
18195,"IL, Grundy",2016,1
19336,"IL, Grundy",2017,
20586,"IL, Grundy",2018,
21912,"IL, Grundy",2019,
22541,"IL, Grundy",2020,1
575,"IL, Hamilton",2002,
3071,"IL, Hamilton",2003,
8168,"IL, Hamilton",2006,
14879,"IL, Hamilton",2013,
21913,"IL, Hamilton",2019,
576,"IL, Hancock",2002,1
3072,"IL, Hancock",2003,
5348,"IL, Hancock",2004,1
8169,"IL, Hancock",2006,
14880,"IL, Hancock",2013,
19337,"IL, Hancock",2017,
20587,"IL, Hancock",2018,
577,"IL, Hardin",2002,
9580,"IL, Hardin",2007,1
578,"IL, Henderson",2002,2
3073,"IL, Henderson",2003,
5349,"IL, Henderson",2004,
6871,"IL, Henderson",2005,
8170,"IL, Henderson",2006,
13490,"IL, Henderson",2012,
21914,"IL, Henderson",2019,
579,"IL, Henry",2002,2
3074,"IL, Henry",2003,
5350,"IL, Henry",2004,
6872,"IL, Henry",2005,
8171,"IL, Henry",2006,1
9581,"IL, Henry",2007,1
12855,"IL, Henry",2011,
13491,"IL, Henry",2012,1
14881,"IL, Henry",2013,
16149,"IL, Henry",2014,
17080,"IL, Henry",2015,
20588,"IL, Henry",2018,
21915,"IL, Henry",2019,
580,"IL, Iroquois",2002,
5351,"IL, Iroquois",2004,
6873,"IL, Iroquois",2005,
8172,"IL, Iroquois",2006,
9582,"IL, Iroquois",2007,
14882,"IL, Iroquois",2013,
17081,"IL, Iroquois",2015,1
20589,"IL, Iroquois",2018,
581,"IL, Jackson",2002,6
3075,"IL, Jackson",2003,
5352,"IL, Jackson",2004,1
6874,"IL, Jackson",2005,
8173,"IL, Jackson",2006,
9583,"IL, Jackson",2007,
10754,"IL, Jackson",2008,
11546,"IL, Jackson",2009,
12248,"IL, Jackson",2010,
12856,"IL, Jackson",2011,
13492,"IL, Jackson",2012,1
14883,"IL, Jackson",2013,2
16150,"IL, Jackson",2014,
17082,"IL, Jackson",2015,
18196,"IL, Jackson",2016,
19338,"IL, Jackson",2017,2
20590,"IL, Jackson",2018,
21916,"IL, Jackson",2019,
22542,"IL, Jackson",2020,
582,"IL, Jasper",2002,2
3076,"IL, Jasper",2003,
8174,"IL, Jasper",2006,
13493,"IL, Jasper",2012,
14884,"IL, Jasper",2013,1
20591,"IL, Jasper",2018,
583,"IL, Jefferson",2002,1
3077,"IL, Jefferson",2003,
5353,"IL, Jefferson",2004,1
8175,"IL, Jefferson",2006,2
9584,"IL, Jefferson",2007,
12249,"IL, Jefferson",2010,
14885,"IL, Jefferson",2013,1
17083,"IL, Jefferson",2015,
584,"IL, Jersey",2002,
3078,"IL, Jersey",2003,
5354,"IL, Jersey",2004,
11547,"IL, Jersey",2009,
13494,"IL, Jersey",2012,
16151,"IL, Jersey",2014,
17084,"IL, Jersey",2015,
18197,"IL, Jersey",2016,1
585,"IL, Jo Daviess",2002,
3079,"IL, Jo Daviess",2003,
5355,"IL, Jo Daviess",2004,1
8176,"IL, Jo Daviess",2006,1
12250,"IL, Jo Daviess",2010,
13495,"IL, Jo Daviess",2012,1
14886,"IL, Jo Daviess",2013,
18198,"IL, Jo Daviess",2016,1
19339,"IL, Jo Daviess",2017,
586,"IL, Johnson",2002,
6875,"IL, Johnson",2005,
13496,"IL, Johnson",2012,
16152,"IL, Johnson",2014,
17085,"IL, Johnson",2015,
19340,"IL, Johnson",2017,
129,"IL, Kane",2001,
587,"IL, Kane",2002,9
3080,"IL, Kane",2003,
5356,"IL, Kane",2004,2
6876,"IL, Kane",2005,18
8177,"IL, Kane",2006,4
9585,"IL, Kane",2007,13
10755,"IL, Kane",2008,3
11548,"IL, Kane",2009,
12251,"IL, Kane",2010,5
12857,"IL, Kane",2011,1
13497,"IL, Kane",2012,13
14887,"IL, Kane",2013,
16153,"IL, Kane",2014,2
17086,"IL, Kane",2015,4
18199,"IL, Kane",2016,7
19341,"IL, Kane",2017,2
20592,"IL, Kane",2018,7
21917,"IL, Kane",2019,
22543,"IL, Kane",2020,
588,"IL, Kankakee",2002,1
3081,"IL, Kankakee",2003,
5357,"IL, Kankakee",2004,1
6877,"IL, Kankakee",2005,3
8178,"IL, Kankakee",2006,1
12252,"IL, Kankakee",2010,
13498,"IL, Kankakee",2012,3
14888,"IL, Kankakee",2013,1
16154,"IL, Kankakee",2014,
17087,"IL, Kankakee",2015,
18200,"IL, Kankakee",2016,1
19342,"IL, Kankakee",2017,2
20593,"IL, Kankakee",2018,
21918,"IL, Kankakee",2019,1
22544,"IL, Kankakee",2020,
589,"IL, Kendall",2002,2
3082,"IL, Kendall",2003,
5358,"IL, Kendall",2004,1
6878,"IL, Kendall",2005,3
8179,"IL, Kendall",2006,2
9586,"IL, Kendall",2007,
10756,"IL, Kendall",2008,
11549,"IL, Kendall",2009,
12253,"IL, Kendall",2010,2
12858,"IL, Kendall",2011,
13499,"IL, Kendall",2012,
14889,"IL, Kendall",2013,
16155,"IL, Kendall",2014,1
17088,"IL, Kendall",2015,1
18201,"IL, Kendall",2016,
19343,"IL, Kendall",2017,
20594,"IL, Kendall",2018,1
21919,"IL, Kendall",2019,
22545,"IL, Kendall",2020,
590,"IL, Knox",2002,1
3083,"IL, Knox",2003,
5359,"IL, Knox",2004,
6879,"IL, Knox",2005,
8180,"IL, Knox",2006,
11550,"IL, Knox",2009,
12254,"IL, Knox",2010,
13500,"IL, Knox",2012,
14890,"IL, Knox",2013,
16156,"IL, Knox",2014,
18202,"IL, Knox",2016,
22546,"IL, Knox",2020,1
592,"IL, La Salle",2002,11
3085,"IL, La Salle",2003,1
5361,"IL, La Salle",2004,5
6881,"IL, La Salle",2005,1
8182,"IL, La Salle",2006,1
9588,"IL, La Salle",2007,2
10758,"IL, La Salle",2008,
11552,"IL, La Salle",2009,
12860,"IL, La Salle",2011,
13502,"IL, La Salle",2012,
14892,"IL, La Salle",2013,1
16158,"IL, La Salle",2014,1
17090,"IL, La Salle",2015,
18204,"IL, La Salle",2016,1
19345,"IL, La Salle",2017,1
20596,"IL, La Salle",2018,1
21921,"IL, La Salle",2019,
22548,"IL, La Salle",2020,
130,"IL, Lake",2001,
591,"IL, Lake",2002,8
3084,"IL, Lake",2003,1
5360,"IL, Lake",2004,
6880,"IL, Lake",2005,11
8181,"IL, Lake",2006,11
9587,"IL, Lake",2007,5
10757,"IL, Lake",2008,
11551,"IL, Lake",2009,
12255,"IL, Lake",2010,1
12859,"IL, Lake",2011,
13501,"IL, Lake",2012,7
14891,"IL, Lake",2013,6
16157,"IL, Lake",2014,2
17089,"IL, Lake",2015,5
18203,"IL, Lake",2016,2
19344,"IL, Lake",2017,6
20595,"IL, Lake",2018,8
21920,"IL, Lake",2019,
22547,"IL, Lake",2020,
593,"IL, Lawrence",2002,
3086,"IL, Lawrence",2003,
8183,"IL, Lawrence",2006,
13503,"IL, Lawrence",2012,
594,"IL, Lee",2002,
3087,"IL, Lee",2003,
5362,"IL, Lee",2004,
6882,"IL, Lee",2005,
8184,"IL, Lee",2006,
9589,"IL, Lee",2007,
10759,"IL, Lee",2008,
12256,"IL, Lee",2010,
13504,"IL, Lee",2012,
14893,"IL, Lee",2013,1
17091,"IL, Lee",2015,
18205,"IL, Lee",2016,
19346,"IL, Lee",2017,1
20597,"IL, Lee",2018,
22549,"IL, Lee",2020,
595,"IL, Livingston",2002,
3088,"IL, Livingston",2003,
6883,"IL, Livingston",2005,
8185,"IL, Livingston",2006,
9590,"IL, Livingston",2007,
12257,"IL, Livingston",2010,
14894,"IL, Livingston",2013,1
17092,"IL, Livingston",2015,2
18206,"IL, Livingston",2016,
19347,"IL, Livingston",2017,
20598,"IL, Livingston",2018,
596,"IL, Logan",2002,1
3089,"IL, Logan",2003,
5363,"IL, Logan",2004,
8186,"IL, Logan",2006,
9591,"IL, Logan",2007,
10760,"IL, Logan",2008,
13505,"IL, Logan",2012,
14895,"IL, Logan",2013,1
16159,"IL, Logan",2014,
17093,"IL, Logan",2015,
18207,"IL, Logan",2016,
19348,"IL, Logan",2017,
20599,"IL, Logan",2018,
600,"IL, Macon",2002,9
3093,"IL, Macon",2003,1
5367,"IL, Macon",2004,
6887,"IL, Macon",2005,
8190,"IL, Macon",2006,
9594,"IL, Macon",2007,1
10764,"IL, Macon",2008,1
11553,"IL, Macon",2009,
12260,"IL, Macon",2010,
12862,"IL, Macon",2011,
13508,"IL, Macon",2012,
14899,"IL, Macon",2013,1
16163,"IL, Macon",2014,
17097,"IL, Macon",2015,
18211,"IL, Macon",2016,1
19352,"IL, Macon",2017,
20603,"IL, Macon",2018,
21923,"IL, Macon",2019,
22552,"IL, Macon",2020,
601,"IL, Macoupin",2002,6
3094,"IL, Macoupin",2003,1
5368,"IL, Macoupin",2004,
6888,"IL, Macoupin",2005,
8191,"IL, Macoupin",2006,2
9595,"IL, Macoupin",2007,
11554,"IL, Macoupin",2009,
13509,"IL, Macoupin",2012,1
14900,"IL, Macoupin",2013,
16164,"IL, Macoupin",2014,1
17098,"IL, Macoupin",2015,
18212,"IL, Macoupin",2016,1
20604,"IL, Macoupin",2018,1
21924,"IL, Macoupin",2019,
22553,"IL, Macoupin",2020,
602,"IL, Madison",2002,14
3095,"IL, Madison",2003,2
5369,"IL, Madison",2004,
6889,"IL, Madison",2005,
8192,"IL, Madison",2006,2
9596,"IL, Madison",2007,2
10765,"IL, Madison",2008,
11555,"IL, Madison",2009,
13510,"IL, Madison",2012,
14901,"IL, Madison",2013,
16165,"IL, Madison",2014,
17099,"IL, Madison",2015,3
18213,"IL, Madison",2016,1
19353,"IL, Madison",2017,2
20605,"IL, Madison",2018,2
21925,"IL, Madison",2019,
603,"IL, Marion",2002,1
3096,"IL, Marion",2003,
5370,"IL, Marion",2004,
6890,"IL, Marion",2005,
8193,"IL, Marion",2006,1
9597,"IL, Marion",2007,
11556,"IL, Marion",2009,
12863,"IL, Marion",2011,3
